boundary_index,boundary_temperature_c,probe_side,reference_region,reference_phase,reference_pressure_mpa,specific_volume_m3_kg,specific_u_j_kg,reference_quality,production_resolved,production_phase,production_temperature_c,production_pressure_mpa,phase_matches,production_minus_reference_temperature_c,production_minus_reference_pressure_mpa
153,269.81642926335314,R2-SIDE,REGION-2,SuperheatedVapor,5.487000396344504,0.03573273599574316,2593780.5959135657,,True,SuperheatedVapor,337.63290258469556,6.356895737965958,True,67.81647332134241,0.8698953416214543
154,269.8348390221596,R1-SIDE,REGION-1,SubcooledLiquid,5.488691542558491,0.0013025385869829724,1177103.2837862957,,True,SubcooledLiquid,280.27268661578466,58.59386379146075,True,10.437847593625065,53.10517224890226
154,269.8348390221596,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.488636656191929,0.0013025731419180294,1177104.790154708,1E-06,True,SubcooledLiquid,280.2730452749305,58.536065688859814,False,10.438206252770897,53.047429032667885
154,269.8348390221596,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.488636656191929,0.03572117499509783,2593765.2002927638,0.999999,True,SuperheatedVapor,337.6616767398083,6.358876965224367,False,67.82683771764869,0.8702403090324378
154,269.8348390221596,R2-SIDE,REGION-2,SuperheatedVapor,5.488581769825367,0.0357217090929904,2593769.335228228,,True,SuperheatedVapor,337.6629112855811,6.358814234960353,True,67.82807226342152,0.8702324651349862
155,269.8474434912206,R1-SIDE,REGION-1,SubcooledLiquid,5.4897744718036146,0.0013025741566215533,1177165.7930689072,,True,SubcooledLiquid,280.2875697783113,58.61318253861964,True,10.44012628709072,53.123408066816026
155,269.8474434912206,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.489719574607868,0.0013026087040290543,1177167.2993999387,1E-06,True,SubcooledLiquid,280.28792842855694,58.55539883866881,False,10.44048493733635,53.06567926406094
155,269.8474434912206,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.489719574607868,0.035713627490681375,2593757.4857048737,0.999999,True,SuperheatedVapor,337.68222332161395,6.360190724636883,False,67.83477983039336,0.8704711500290152
155,269.8474434912206,R2-SIDE,REGION-2,SuperheatedVapor,5.489664677412122,0.035714161505648975,2593761.6211148677,,True,SuperheatedVapor,337.6834578673868,6.3601279776667115,True,67.83601437616619,0.8704633002545892
156,269.85314221978194,R1-SIDE,REGION-1,SubcooledLiquid,5.490264138981578,0.0013025902398898141,1177194.0553229856,,True,SubcooledLiquid,280.2942988864253,58.62191921095953,True,10.441156666643337,53.13165507197795
156,269.85314221978194,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.490209236889209,0.0013026247838945292,1177195.561637118,1E-06,True,SubcooledLiquid,280.2946575326472,58.564142021595146,False,10.44151531286525,53.07393278470594
156,269.85314221978194,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.490209236889209,0.03571021568034337,2593753.996628046,0.999999,True,SuperheatedVapor,337.6915129619091,6.360784758976878,False,67.83837074212715,0.8705755220876688
156,269.85314221978194,R2-SIDE,REGION-2,SuperheatedVapor,5.4901543347968405,0.03571074965782564,2593758.1322526215,,True,SuperheatedVapor,337.69274750768216,6.360722004451706,True,67.83960528790021,0.8705676696548652
157,269.86491042971613,R1-SIDE,REGION-1,SubcooledLiquid,5.491275436069505,0.0013026234558101747,1177252.4196786133,,True,SubcooledLiquid,280.30819516157464,58.63996546124422,True,10.443284731858512,53.148690025174716
157,269.86491042971613,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.491220523864266,0.001302657992789065,1177253.9259578553,1E-06,True,SubcooledLiquid,280.30855379948946,58.582201714391886,False,10.443643369773326,53.09098119052762
157,269.86491042971613,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.491220523864266,0.03570317120430062,2593746.789193094,0.999999,True,SuperheatedVapor,337.7106975946065,6.362011597046368,False,67.84578716489034,0.8707910731821018
157,269.86491042971613,R2-SIDE,REGION-2,SuperheatedVapor,5.491165611659028,0.03570370510438679,2593750.925260874,,True,SuperheatedVapor,337.7119321403793,6.361948826915809,True,67.84702171066317,0.8707832152567807
158,269.87132650613796,R1-SIDE,REGION-1,SubcooledLiquid,5.491826859306679,0.001302641566983505,1177284.24081078,,True,SubcooledLiquid,280.3157716216143,58.64980691030049,True,10.444445115476356,53.157980050993814
158,269.87132650613796,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.491771941587262,0.001302676100132524,1177285.7470710017,1E-06,True,SubcooledLiquid,280.31613025500053,58.59205049109342,False,10.444803748862569,53.10027854950616
158,269.87132650613796,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.491771941587262,0.035699331158712724,2593742.8583723214,0.999999,True,SuperheatedVapor,337.721157333958,6.362680539538087,False,67.84983082782003,0.8709085979508249
158,269.87132650613796,R2-SIDE,REGION-2,SuperheatedVapor,5.491717023867847,0.03569986501660974,2593746.9946817826,,True,SuperheatedVapor,337.7223915072067,6.362617756709347,True,67.85106500106872,0.8709007328415002
159,269.8816254317761,R1-SIDE,REGION-1,SubcooledLiquid,5.4927120785164485,0.00130267064112052,1177335.320250164,,True,SubcooledLiquid,280.32793339289617,58.66560793593302,True,10.446307961120056,53.17289585741657
159,269.8816254317761,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.492657151944929,0.001302705168122871,1177336.826479858,1E-06,True,SubcooledLiquid,280.32829201901393,58.60786327700185,False,10.446666587237814,53.115206125056915
159,269.8816254317761,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.492657151944929,0.035693168145302226,2593736.5468021524,0.999999,True,SuperheatedVapor,337.7379470074595,6.363754401966871,False,67.85632157568341,0.8710972500219416
159,269.8816254317761,R2-SIDE,REGION-2,SuperheatedVapor,5.4926022253734095,0.03569370193548935,2593740.6834996166,,True,SuperheatedVapor,337.7391815532326,6.363691609662725,True,67.85755612145647,0.8710893842893155
160,269.8893888354303,R1-SIDE,REGION-1,SubcooledLiquid,5.49337943508812,0.0013026925594768577,1177373.8250723076,,True,SubcooledLiquid,280.3371012076924,58.6775219396692,True,10.447712372262117,53.184142504581075
160,269.8893888354303,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.493324501843102,0.0013027270818465732,1177375.3312789937,1E-06,True,SubcooledLiquid,280.3374598283318,58.619786144195565,False,10.448070992901535,53.12646164235247
160,269.8893888354303,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.493324501843102,0.03568852318073747,2593731.787535579,0.999999,True,SuperheatedVapor,337.7506038955646,6.364563970950599,False,67.86121506013433,0.8712394691074969
160,269.8893888354303,R2-SIDE,REGION-2,SuperheatedVapor,5.493269568598083,0.03568905691989342,2593735.9245255757,,True,SuperheatedVapor,337.7518380688131,6.364501164156121,True,67.86244923338279,0.8712315955580383
161,269.90732603669187,R1-SIDE,REGION-1,SubcooledLiquid,5.494921586934781,0.0013027432082238976,1177462.7923073582,,True,SubcooledLiquid,280.3582838827043,58.70505914893102,True,10.450957846012443,53.21013756199624
161,269.90732603669187,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.494866638268398,0.0013027777198925195,1177464.2984608954,1E-06,True,SubcooledLiquid,280.3586424906895,58.6473438273022,False,10.451316453997606,53.1524771890338
161,269.90732603669187,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.494866638268398,0.03567779356996038,2593720.7862085784,0.999999,True,SuperheatedVapor,337.77984780391216,6.3664347188733394,False,67.87252176722029,0.8715680806049413
161,269.90732603669187,R2-SIDE,REGION-2,SuperheatedVapor,5.494811689602016,0.035678327191239395,2593724.9238746352,,True,SuperheatedVapor,337.7810823496852,6.366371892455913,True,67.87375631299335,0.8715602028538969
162,269.9158253133297,R1-SIDE,REGION-1,SubcooledLiquid,5.495652428115587,0.001302767210690321,1177504.9493555992,,True,SubcooledLiquid,280.36832127514265,58.71811218284086,True,10.452495961812929,53.22245975472528
162,269.9158253133297,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.495597472140865,0.0013028017172896174,1177506.455483958,1E-06,True,SubcooledLiquid,280.3686798771329,58.6604065599981,False,10.452854563803157,53.164809087857236
162,269.9158253133297,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.495597472140865,0.035672710718567,2593715.570892689,0.999999,True,SuperheatedVapor,337.7937049655477,6.367321270591162,False,67.87787965221798,0.8717237984502972
162,269.9158253133297,R2-SIDE,REGION-2,SuperheatedVapor,5.495542516166144,0.0356732442840063,2593719.7088791714,,True,SuperheatedVapor,337.79493951132054,6.367258432887138,True,67.87911419799082,0.8717159167209942
163,269.92513548135753,R1-SIDE,REGION-1,SubcooledLiquid,5.496453081915134,0.0013027935056051754,1177551.1294041064,,True,SubcooledLiquid,280.3793165247872,58.73241421294671,True,10.454181043429685,53.23596113103157
163,269.92513548135753,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.496398117933954,0.0013028280066524052,1177552.6355048881,1E-06,True,SubcooledLiquid,280.3796751202116,58.67471921242168,False,10.454539638854044,53.17832109448772
163,269.92513548135753,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.496398117933954,0.035667143823726405,2593709.8561532027,0.999999,True,SuperheatedVapor,337.8088845887081,6.36829249960532,False,67.88374910735058,0.8718943816713658
163,269.92513548135753,R2-SIDE,REGION-2,SuperheatedVapor,5.496343153952775,0.035667677328009094,2593713.9944907427,,True,SuperheatedVapor,337.81011913448106,6.3682296495349435,True,67.88498365312353,0.8718864955821681
164,269.93746799826624,R1-SIDE,REGION-1,SubcooledLiquid,5.497513788137708,0.0013028283405398897,1177612.3023057927,,True,SubcooledLiquid,280.39388150137927,58.751364962234746,True,10.456413503113026,53.253851174097036
164,269.93746799826624,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.497458813549572,0.0013028628342341502,1177613.8083700517,1E-06,True,SubcooledLiquid,280.3942400881076,58.693684029441386,False,10.456772089841365,53.196225215891815
164,269.93746799826624,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.497458813549572,0.03565977119749407,2593702.2832735633,0.999999,True,SuperheatedVapor,337.8289927093267,6.3695791702013445,False,67.89152471106047,0.8721203566517728
164,269.93746799826624,R2-SIDE,REGION-2,SuperheatedVapor,5.497403838961437,0.03566030462078419,2593706.4220762257,,True,SuperheatedVapor,337.8302272550993,6.36951630374523,True,67.89275925683307,0.8721124647837932
165,269.9428149163722,R1-SIDE,REGION-1,SubcooledLiquid,5.497973719254468,0.0013028434450578232,1177638.825111835,,True,SubcooledLiquid,280.40019645519885,58.759583377311834,True,10.457381538826667,53.26160965805737
165,269.9428149163722,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.4979187400670675,0.0013028779355646288,1177640.331160261,1E-06,True,SubcooledLiquid,280.40055503815745,58.7019085427344,False,10.457740121785264,53.20398980266734
165,269.9428149163722,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.4979187400670675,0.035656575213495884,2593698.9989038147,0.999999,True,SuperheatedVapor,337.8377108972335,6.370137074163964,False,67.89489598086129,0.8722183340968961
165,269.9428149163722,R2-SIDE,REGION-2,SuperheatedVapor,5.497863760879667,0.03565710860167677,2593703.137908172,,True,SuperheatedVapor,337.83894544300654,6.370074200601912,True,67.89613052663435,0.8722104397222443
166,269.9500148475171,R1-SIDE,REGION-1,SubcooledLiquid,5.4985930892339265,0.0013028637854868388,1177674.5400881472,,True,SubcooledLiquid,280.40870002098745,58.770651930701185,True,10.458685173470371,53.272058841467256
166,269.9500148475171,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.498538103852888,0.0013028982717020478,1177676.0461152557,1E-06,True,SubcooledLiquid,280.4090585988705,58.712985306739775,False,10.45904375135342,53.21444720288689
166,269.9500148475171,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.498538103852888,0.03565227212643381,2593694.575306259,0.999999,True,SuperheatedVapor,337.84945100285586,6.370888378920539,False,67.89943615533878,0.8723502750676513
166,269.9500148475171,R2-SIDE,REGION-2,SuperheatedVapor,5.4984831184718495,0.035652805467343805,2593698.7145822416,,True,SuperheatedVapor,337.8506855486287,6.370825495788277,True,67.90067070111161,0.8723423773164276
167,269.9603627145292,R1-SIDE,REGION-1,SubcooledLiquid,5.499483351911103,0.0013028930217839556,1177725.8712831687,,True,SubcooledLiquid,280.42092173408776,58.78656384495342,True,10.46055901955856,53.28708049304232
167,269.9603627145292,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.499428357627526,0.0013029275018321992,1177727.3772796434,1E-06,True,SubcooledLiquid,280.421280304677,58.728909019462904,False,10.460917590147801,53.22948066183538
167,269.9603627145292,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.499428357627526,0.035646088635659004,2593688.2156125633,0.999999,True,SuperheatedVapor,337.8663241218171,6.371968265672881,False,67.90596140728792,0.8725399080453551
167,269.9603627145292,R2-SIDE,REGION-2,SuperheatedVapor,5.49937336334395,0.035646621908642276,2593692.355279001,,True,SuperheatedVapor,337.86755866758995,6.371905368782897,True,67.90719595306075,0.8725320054389467
168,269.9777773737907,R1-SIDE,REGION-1,SubcooledLiquid,5.5009818435483835,0.0013029422313374384,1177812.2603909317,,True,SubcooledLiquid,280.4414905692695,58.813353008252825,True,10.463713195478817,53.312371164704444
168,269.9777773737907,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.50092683428004,0.0013029767010098,1177813.766335862,1E-06,True,SubcooledLiquid,280.44184912758624,58.755718033427,False,10.464071753795565,53.254791199146965
168,269.9777773737907,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.50092683428004,0.03563568491122337,2593677.507356084,0.999999,True,SuperheatedVapor,337.8947212822644,6.373785903774015,False,67.91694390847374,0.8728590694939751
168,269.9777773737907,R2-SIDE,REGION-2,SuperheatedVapor,5.500871825011698,0.03563621806992218,2593681.6476798067,,True,SuperheatedVapor,337.89595582803724,6.373722983722143,True,67.91817845424657,0.8728511587104446
169,269.984167456627,R1-SIDE,REGION-1,SubcooledLiquid,5.501531773754014,0.0013029602903866268,1177843.9605942315,,True,SubcooledLiquid,280.4490382367218,58.823186293487126,True,10.46487078009477,53.321654519733116
169,269.984167456627,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.501476758986423,0.0013029947562525246,1177845.466520253,1E-06,True,SubcooledLiquid,280.4493967905365,58.76555860095522,False,10.46522933390952,53.264081841968796
169,269.984167456627,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.501476758986423,0.03563186822136274,2593673.576406289,0.999999,True,SuperheatedVapor,337.9051415340324,6.37445294771228,False,67.92097407740539,0.8729761887258567
169,269.984167456627,R2-SIDE,REGION-2,SuperheatedVapor,5.501421744218834,0.035632401338136215,2593677.716971249,,True,SuperheatedVapor,337.9063760798052,6.37439001915868,True,67.92220862317822,0.8729682749398462
170,269.99505785107624,R1-SIDE,REGION-1,SubcooledLiquid,5.502469097278969,0.0013029910705677288,1177897.9871842202,,True,SubcooledLiquid,280.46190171052865,58.83994896347908,True,10.46684385945241,53.33747986620011
170,269.99505785107624,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.502414073138238,0.0013030255299474323,1177899.4930780183,1E-06,True,SubcooledLiquid,280.46226025667113,58.78233367986372,False,10.46720240559489,53.27991960672548
170,269.99505785107624,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.502414073138238,0.035625364586636024,2593666.8749297457,0.999999,True,SuperheatedVapor,337.92290088847756,6.37558987431464,False,67.92784303740132,0.8731758011764024
170,269.99505785107624,R2-SIDE,REGION-2,SuperheatedVapor,5.502359048997507,0.03562589763196954,2593671.015905914,,True,SuperheatedVapor,337.9241354342503,6.375526931268509,True,67.92907758317403,0.8731678822710025
171,270.0122033536435,R1-SIDE,REGION-1,SubcooledLiquid,5.503945037746651,0.0013030395370313254,1177983.0476538579,,True,SubcooledLiquid,280.4821542032995,58.86635019128225,True,10.469950849656016,53.3624051535356
171,270.0122033536435,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.503889998846662,0.0013030739862019895,1177984.553496937,1E-06,True,SubcooledLiquid,280.48251273736594,58.80875443867185,False,10.470309383722451,53.30486443982519
171,270.0122033536435,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.503889998846662,0.03561512805876641,2593656.3189752363,0.999999,True,SuperheatedVapor,337.9508614503592,6.377380084677016,False,67.9386580967157,0.8734900858303538
171,270.0122033536435,R2-SIDE,REGION-2,SuperheatedVapor,5.5038349599466745,0.035615660991658075,2593660.4605989745,,True,SuperheatedVapor,337.952095996132,6.377317118805545,True,67.93989264248853,0.8734821588588702
172,270.01825814843176,R1-SIDE,REGION-1,SubcooledLiquid,5.504466326335252,0.0013030566546416455,1178013.0868460243,,True,SubcooledLiquid,280.48930639191065,58.87567666762107,True,10.47104824347889,53.37121034128582
172,270.01825814843176,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.50441128222243,0.0013030911002078374,1178014.5926711955,1E-06,True,SubcooledLiquid,280.48966492171326,58.818087810703574,False,10.471406773281501,53.313676528481146
172,270.01825814843176,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.50441128222243,0.03561151387032896,2593652.589660424,0.999999,True,SuperheatedVapor,337.96073595392045,6.378012363812342,False,67.94247780548869,0.8736010815899125
172,270.01825814843176,R2-SIDE,REGION-2,SuperheatedVapor,5.504356238109608,0.0356120467635217,2593656.731512898,,True,SuperheatedVapor,337.9619704996935,6.377949389877679,True,67.94371235126175,0.8735931517680706
173,270.02492635846113,R1-SIDE,REGION-1,SubcooledLiquid,5.505040470632559,0.0013030755077004812,1178046.1697991188,,True,SubcooledLiquid,280.49718328550455,58.88594988680707,True,10.472256927043418,53.38090941617451
173,270.02492635846113,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.50498542077835,0.0013031099492974917,1178047.6756045702,1E-06,True,SubcooledLiquid,280.497541810612,58.828368623272,False,10.472615452150876,53.323383202493645
173,270.02492635846113,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.50498542077835,0.035607533983859345,2593648.4815807557,0.999999,True,SuperheatedVapor,337.9716110579483,6.378708747641681,False,67.94668469948715,0.8737233268633302
173,270.02492635846113,R2-SIDE,REGION-2,SuperheatedVapor,5.504930370924143,0.035608066833336706,2593652.623685172,,True,SuperheatedVapor,337.97284523119674,6.3786457606358375,True,67.94791887273561,0.8737153897116947
174,270.02921333909023,R1-SIDE,REGION-1,SubcooledLiquid,5.505409611149891,0.0013030876289924422,1178067.4390326624,,True,SubcooledLiquid,280.5022473887292,58.89255555771571,True,10.473034049638954,53.387145946565816
174,270.02921333909023,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.505354557604314,0.0013031220680379308,1178068.9448254374,1E-06,True,SubcooledLiquid,280.5026059108185,58.83497917544346,False,10.473392571728255,53.329624617839144
174,270.02921333909023,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.505354557604314,0.03560497557514966,2593645.839980039,0.999999,True,SuperheatedVapor,337.97860259538527,6.379156476371156,False,67.94938925629504,0.8738019187668415
174,270.02921333909023,R2-SIDE,REGION-2,SuperheatedVapor,5.505299504058739,0.0356055083965255,2593649.9822464418,,True,SuperheatedVapor,337.9798371411581,6.379093487844155,True,67.95062380206787,0.8737939837854167
175,270.0460875153541,R1-SIDE,REGION-1,SubcooledLiquid,5.506862785264795,0.001303135345423668,1178151.1597956866,,True,SubcooledLiquid,280.5221809037349,58.91856431520034,True,10.476093388380832,53.41170152993555
175,270.0460875153541,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.506807717187623,0.0013031697744279424,1178152.6655385718,1E-06,True,SubcooledLiquid,280.52253941394576,58.86100714241695,False,10.476451898591677,53.354199425229325
175,270.0460875153541,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.506807717187623,0.035594907234223934,2593635.438276934,0.999999,True,SuperheatedVapor,338.00612320598214,6.380919004111219,False,67.96003569062805,0.8741112869235961
175,270.0460875153541,R2-SIDE,REGION-2,SuperheatedVapor,5.506752649110451,0.03559543994501101,2593639.5811810903,,True,SuperheatedVapor,338.00735775175497,6.3808559930992175,True,67.96127023640088,0.8741033439887662
176,270.0522645592689,R1-SIDE,REGION-1,SubcooledLiquid,5.507394814546248,0.0013031528148375127,1178181.807819915,,True,SubcooledLiquid,280.5294780523608,58.928088352357356,True,10.477213493091881,53.42069353781111
176,270.0522645592689,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.507339741148836,0.0013031872401668269,1178183.3135445407,1E-06,True,SubcooledLiquid,280.529836558224,58.87053820995344,False,10.477571998955113,53.363198468804605
176,270.0522645592689,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.507339741148836,0.03559122233573501,2593631.628990977,0.999999,True,SuperheatedVapor,338.0161977551319,6.381564282872438,False,67.96393319586298,0.8742245417236028
176,270.0522645592689,R2-SIDE,REGION-2,SuperheatedVapor,5.507284667751424,0.0355917550060486,2593635.7721286416,,True,SuperheatedVapor,338.0174323009047,6.381501263626929,True,67.96516774163581,0.874216595875505
177,270.06282575726516,R1-SIDE,REGION-1,SubcooledLiquid,5.508304542278801,0.0013031826857705698,1178234.2092464154,,True,SubcooledLiquid,280.5419545824799,58.94437597479294,True,10.47912882521473,53.43607143251414
177,270.06282575726516,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.508249459784203,0.0013032171048175882,1178235.7149398257,1E-06,True,SubcooledLiquid,280.54231308091096,58.886837850660356,False,10.479487323645799,53.37858839087615
177,270.06282575726516,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.508249459784203,0.03558492303533298,2593625.1140950173,0.999999,True,SuperheatedVapor,338.03342328215024,6.382667649598521,False,67.97059752488508,0.8744181898143184
177,270.06282575726516,R2-SIDE,REGION-2,SuperheatedVapor,5.508194377289605,0.035585455636458395,2593629.2576319943,,True,SuperheatedVapor,338.03465782792307,6.382604616272429,True,67.97183207065791,0.8744102389828239
178,270.0794281482697,R1-SIDE,REGION-1,SubcooledLiquid,5.50973488240041,0.0013032296500701584,1178316.5877239562,,True,SubcooledLiquid,280.5615685057039,58.96999037119244,True,10.482140357434218,53.46025548879203
178,270.0794281482697,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.509679785602554,0.0013032640592437568,1178318.0933683065,1E-06,True,SubcooledLiquid,280.561926992454,58.91247113511389,False,10.482498844184306,53.40279134951133
178,270.0794281482697,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.509679785602554,0.03557502285400164,2593614.8675336028,0.999999,True,SuperheatedVapor,338.0605031964137,6.384402416753045,False,67.98107504814402,0.8747226311504912
178,270.0794281482697,R2-SIDE,REGION-2,SuperheatedVapor,5.509624688804698,0.035575555346390855,2593619.0116984746,,True,SuperheatedVapor,338.0617373696622,6.384339357093723,True,67.98230922139248,0.874714668289025
179,270.086165201664,R1-SIDE,REGION-1,SubcooledLiquid,5.510315378340787,0.0013032487099492044,1178350.0168063063,,True,SubcooledLiquid,280.5695278110253,58.98038786510475,True,10.48336260936128,53.47007248676397
179,270.086165201664,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.5102602757380295,0.0013032831151171427,1178351.5224307524,1E-06,True,SubcooledLiquid,280.56988629303635,58.922876291874616,False,10.483721091372331,53.41261601613659
179,270.086165201664,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.5102602757380295,0.03557100632515906,2593610.707846761,0.999999,True,SuperheatedVapor,338.07149192037514,6.385106449542189,False,67.98532671871112,0.8748461738041593
179,270.086165201664,R2-SIDE,REGION-2,SuperheatedVapor,5.510205173135272,0.03557153877343454,2593614.8522664853,,True,SuperheatedVapor,338.0727264661482,6.385043385084818,True,67.98656126448418,0.8748382119495455
180,270.0950280129906,R1-SIDE,REGION-1,SubcooledLiquid,5.5110791106221475,0.0013032737858788255,1178393.9946115704,,True,SubcooledLiquid,280.57999871704067,58.99406916138655,True,10.484970704050056,53.4829900507644
180,270.0950280129906,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.511024000382143,0.0013033081857779434,1178395.500209835,1E-06,True,SubcooledLiquid,280.5803571928178,58.936567667381375,False,10.485329179827204,53.42554366699923
180,270.0950280129906,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.511024000382143,0.03556572319662727,2593605.2341021234,0.999999,True,SuperheatedVapor,338.08594847372717,6.386032707832695,False,67.99092046073656,0.8750087074505517
180,270.0950280129906,R2-SIDE,REGION-2,SuperheatedVapor,5.51096889014214,0.0355662555868786,2593609.378857165,,True,SuperheatedVapor,338.08718301950023,6.385969631548479,True,67.99215500650962,0.875000741406339
181,270.1072710335253,R1-SIDE,REGION-1,SubcooledLiquid,5.512134257556062,0.0013033084293975754,1178454.7466542937,,True,SubcooledLiquid,280.59446348911763,59.012974116336544,True,10.487192455592321,53.50083985878048
181,270.1072710335253,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.512079136764695,0.001303342822019793,1178456.252216397,1E-06,True,SubcooledLiquid,280.59482195628505,58.955486542903486,False,10.487550922759738,53.44340740613879
181,270.1072710335253,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.512079136764695,0.035558426514696595,2593597.669829931,0.999999,True,SuperheatedVapor,338.1059195053764,6.387312382768443,False,67.99864847185108,0.8752332460037486
181,270.1072710335253,R2-SIDE,REGION-2,SuperheatedVapor,5.512024015973327,0.035558958824810284,2593601.8150482723,,True,SuperheatedVapor,338.10715367862485,6.3872492859515,True,67.99988264509955,0.8752252699781735
182,270.11994096636784,R1-SIDE,REGION-1,SubcooledLiquid,5.513226359709701,0.0013033442855970006,1178517.6188651312,,True,SubcooledLiquid,280.6094330631265,59.03254526910532,True,10.489492096758681,53.51931890939562
182,270.11994096636784,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.51317122799742,0.0013033786706902926,1178519.1243898193,1E-06,True,SubcooledLiquid,280.60979152138555,58.97507209823883,False,10.48985055501771,53.461900870241415
182,270.11994096636784,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.51317122799742,0.035550877098349684,2593589.838270761,0.999999,True,SuperheatedVapor,338.12658715760347,6.388636852265967,False,68.00664619123563,0.8754656242685472
182,270.11994096636784,R2-SIDE,REGION-2,SuperheatedVapor,5.51311609628514,0.035551409325551626,2593593.983968679,,True,SuperheatedVapor,338.1278213308517,6.3885737385310835,True,68.00788036448387,0.8754576422459435
183,270.1535745382308,R1-SIDE,REGION-1,SubcooledLiquid,5.516126252742849,0.0013034394924051516,1178684.5279316616,,True,SubcooledLiquid,280.64917331706226,59.084533288534764,True,10.495598778831436,53.568407035791914
183,270.1535745382308,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.516071092031928,0.0013034738575206598,1178686.033357066,1E-06,True,SubcooledLiquid,280.6495317516825,59.027098333857964,False,10.495957213451675,53.511027241826035
183,270.1535745382308,R4-VAPOR-SIDE,REGION-4,SaturatedMixture,5.516071092031928,0.03553084481965654,2593569.0312522715,0.999999,True,SuperheatedVapor,338.18145478243935,6.392153660804617,False,68.02788024420852,0.8760825687726888
183,270.1535745382308,R2-SIDE,REGION-2,SuperheatedVapor,5.516015931321008,0.03553137682686108,2593573.1782238483,,True,SuperheatedVapor,338.1826893282122,6.392090506321824,True,68.02911478998135,0.8760745750008159
184,270.18390763401965,R1-SIDE,REGION-1,SubcooledLiquid,5.518742576771705,0.0013035253852388589,1178835.0689297467,,True,SubcooledLiquid,280.68501641184446,59.13146270881732,True,10.501108777824811,53.61272013204561
184,270.18390763401965,R4-LIQUID-SIDE,REGION-4,SaturatedMixture,5.5186873898978055,0.001303559732347576,1178836.5742656556,1E-06,True,SubcooledLiquid,280.68537482515615,59.074062199195666,False,10.501467191136499,53.55537480929786
