step,electrical_mwe,primary_pump_kg_s,drum_level,governor_percent,trip_active,breaker_closed,rollbacks,finite,in_envelope
70,4.996507221459155,100.3201896971529,0.4998888464754036,29.39200152324062,false,true,0,true,false
71,4.996411560285092,100.3238183546265,0.4998876360616971,29.39386521956628,false,true,0,true,false
72,4.996314822781836,100.32741852117168,0.49988641435591646,29.395725890133672,false,true,0,true,false
73,4.996217021027192,100.33098953933346,0.4998851815501168,29.397583146984164,false,true,0,true,false
74,4.996118166797438,100.33453262047544,0.49988393762407873,29.39943688410457,false,true,0,true,false
75,4.996018272121031,100.33804705916063,0.4998826827442667,29.401286644205396,false,true,0,true,false
76,4.9959173492740305,100.34153380759976,0.4998814169688834,29.403131970648772,false,true,0,true,false
77,4.995815410671713,100.34499272154504,0.499880140408777,29.404972470625168,false,true,0,true,false
78,4.995712468500725,100.34842439883168,0.49987885309400537,29.406808007708577,false,true,0,true,false
79,4.995608535520448,100.35182845228891,0.4998775551377698,29.408637914653827,false,true,0,true,false
80,4.995503624154337,100.35520570447599,0.4998762466767677,29.41046212312257,false,true,0,true,false
81,4.99539774716575,100.3585561041245,0.499874927737434,29.41228012544059,false,true,0,true,false
82,4.995290917169286,100.36188013065563,0.49987359843118584,29.41409174005586,false,true,0,true,false
83,4.995183147154528,100.36517801003677,0.499872258787496,29.415896442460895,false,true,0,true,false
84,4.995074450022945,100.36844932586719,0.4998709089680409,29.417694008458362,false,true,0,true,false
85,4.994964838648186,100.3716949410406,0.4998695489757504,29.41948418446301,false,true,0,true,false
86,4.994854326097787,100.37491477139275,0.4998681789718085,29.421266572626152,false,true,0,true,false
87,4.994742925405802,100.37810933434089,0.4998667989823257,29.42304092797682,false,true,0,true,false
88,4.994630649797933,100.38127847388637,0.49986540911544797,29.42480686131899,false,true,0,true,false
89,4.994517512584796,100.38442249278556,0.49986400942465065,29.426564047835768,false,true,0,true,false
90,4.9944035268468125,100.38754182652517,0.4998626000177152,29.428312381617527,false,true,0,true,false
91,4.994288706035455,100.39063638407525,0.49986118097303855,29.430051364217473,false,true,0,true,false
92,4.994173063512459,100.39370639147151,0.4998597523436672,29.431780797229077,false,true,0,true,false
93,4.994056612682671,100.39675235272026,0.49985831423536353,29.43350040198223,false,true,0,true,false
94,4.993939367047456,100.39977416333062,0.49985686669985985,29.435209866530563,false,true,0,true,false
95,4.9938213401185765,100.40277197924735,0.49985540984184607,29.436908933105414,false,true,0,true,false
96,4.993702545201899,100.40574631669253,0.49985394371461533,29.438597500727052,false,true,0,true,false
97,4.9935829960660305,100.40869707972256,0.49985246842067327,29.440275024547507,false,true,0,true,false
98,4.993462706110802,100.41162477726306,0.49985098401128203,29.441941509423337,false,true,0,true,false
99,4.99334168904653,100.4145289610831,0.49984949058974626,29.44359652037269,false,true,0,true,false
100,4.993219958491229,100.41741075778903,0.49984798820674997,29.445239885077935,false,true,0,true,false
