logical_step,simulated_seconds,presentation_fingerprint,trip,breaker,request_mwe,gross_mwe,rotor_shaft_mwe,canonical_shaft_mwe,total_steam_flow_kg_s,stop_flow_kg_s,control_flow_kg_s,admission_flow_kg_s,rotor_rpm,condenser_kpa,drum_level_fraction,total_fluid_mass_kg,total_fluid_internal_energy_j,exhaust_mass_kg,hotwell_mass_kg,feedwater_mass_kg,drum_inventory_mass_kg,header_mass_kg
6800,68,7b97540447fc727e6f2dd2d9c289e6da79255483c8776a476729681f89767c33,False,True,5,4.7340632090795118,5.3309612365941446,5.3309612365941446,12.397584121517442,12.475657815361082,13.380760911351466,12.858270650778376,3000.1387401458337,7.9147500101420194,0.59859604805651168,60009.396410760746,68426026128.504883,62.938595803852024,9925.3041478727791,9925.6510000846702,4657.2991664281435,3102.6790582183048
6900,69,c129d364b192244b03286818d275ca2e1a0d638756e931249cbd4c097bdc45b2,False,True,5,4.7403765376385012,5.3373477354687759,5.3373477354687759,12.4124364806414,12.491034738047533,13.373324486282124,12.85170558282574,3000.1450880143384,7.9202494313028344,0.60026856805088102,60009.396410760761,68421600963.975838,62.980327750162928,9925.3905764179653,9925.7411347625675,4669.4859009683496,3101.9329254617396
7000,70,3dd927f9570016ffea0791a1d91eaffb51af9ce4941587d658a48908ab19130f,False,True,5,4.746933389341601,5.3439874802936185,5.3439874802936185,12.427877780572041,12.507033407807208,13.366708670854281,12.846988066938282,3000.1497487706338,7.9266141918721971,0.60194260846748482,60009.396410760761,68417242625.991661,63.028667964897636,9925.4773334484362,9925.8314891720875,4681.6806401788563,3101.2164011753762
7100,71,5ba2635cc397013793ad9b75b79eeab6d57944e647e73dbe99ec035772fa8bac,False,True,5,4.7536763587464259,5.3508250355608862,5.3508250355608862,12.443779099582216,12.523522861075422,13.360835504774665,12.843927704900949,3000.1529406108129,7.9337500268377719,0.60361829852329274,60009.396410760761,68412946845.133842,63.082952429609456,9925.5643692173635,9925.9220371806459,4693.8846465741444,3100.5277401154681
7200,72,4e8891ed7969c0477671d5328f95ac4f249dd22e32e5a1c557fa32097afeb7a0,False,True,5,4.7605571680457928,5.3578104603993948,5.3578104603993948,12.460024296574828,12.540385039901826,13.355619941819617,12.842347356143019,3000.154914201144,7.9415648462280002,0.60529575357925625,60009.396410760753,68408709695.043907,63.14252234198284,9925.6516361630784,9926.0127536780237,4706.0990520044379,3099.8653057660745
7300,73,1be64896485623c049e08b7bf331434efc60c30227951ba79a3e493d5c562560,False,True,5,4.767533920154241,5.364899176681468,5.364899176681468,12.476509702665592,12.557514498183782,13.350996849595644,12.842082956574158,3000.1558721449178,7.9499698777437162,0.60697507502837533,60009.396410760753,68404527580.75264,63.2067344356999,9925.7390892271524,9926.1036146830247,4718.3248593064109,3099.2275654624755
7400,74,18d45ab949642778a9c9e750fa32d0f978428d30b5f6fcacd6da3a741d410d29,False,True,5,4.7745691534750492,5.3720518746810972,5.3720518746810972,12.493143900592019,12.574818154958038,13.346916469011097,12.842984133815412,3000.1559680307746,7.9588805937152154,0.6086563502994915,60009.396410760768,68400397223.573853,63.274969384032801,9925.8266860412077,9926.1945974042537,4730.5629459637375,3098.6130846112965
7500,75,092534a6c3ddba1b87339b45c232bc3d55fe60fd4e4ffa3dce66fdfbff6ff49d,False,True,5,4.7816295388271319,5.3792341772373327,5.3792341772373327,12.509846943717932,12.592214524957127,13.343334491591678,12.844913798430625,3000.1553333442571,7.9682174087635174,0.61033965386383138,60009.396410760761,68396315643.243301,63.346638382906846,9925.9143870679218,9926.2856802920815,4742.8140693088053,3098.0205204675167
7600,76,5cfe2f5db02d009d6b2ea03044b9667f74bd8f6f60ebb2be3d1ec6af7cf30742,False,True,5,4.7886860041918027,5.386416053276184,5.386416053276184,12.526548992583667,12.609632334783601,13.340208424107983,12.847747198113339,3000.1540897837549,7.9779061156802271,0.61202504714407424,60009.396410760761,68392280138.554825,63.421187594231796,9926.002155672164,9926.376843064585,4755.0788729025899,3097.4486162135477
7700,77,d385ae50e5fa135b4621a93b17bc802233f438cf67d4698cfad6c5f12c3f75e3,False,True,5,4.7957135044930208,5.393571558165231,5.393571558165231,12.543189711094982,12.627009919347731,13.3374991429276,12.85137105120031,3000.1523468082332,7.9878780801678797,0.61371257983192096,60009.396410760768,68388288267.379028,63.49810070232914,9926.0899580905298,9926.4680666818895,4767.3578937395978,3096.8961954999381
7800,78,bf2e806329985ca0d2e5f64bf196670ee3a0e2ece47f72b21a4294ffea77c0a0,False,True,5,4.8026905305530514,5.4006782790023395,5.4006782790023395,12.559716976530405,12.64429391927562,13.335172803798432,12.855682802359311,3000.1501979710247,7.99807029258303,0.61540229034194394,60009.396410760783,68384337826.543068,63.576900108822706,9926.1777633806978,9926.5593333395173,4779.651569807902,3096.3621573638102
7900,79,03298322ae97157568c66e6c89a4f6a8f158500d4615692431f31fb4bb50dcde,False,True,5,4.8095986787915699,5.4077169813852279,5.4077169813852279,12.576086058021092,12.661438459878411,13.333199582335462,12.860589969363781,3000.1477223986517,8.0084252921393837,0.61709420674158155,60009.396410760768,68380426831.984329,63.657147244205824,9926.2655433238324,9926.6506264144027,4791.9602478753823,3095.8454712838757
8000,80,6128ecd477043687495a88309d06632e05e377df295bb1e5945c1338093afd91,False,True,5,4.8164223392402379,5.4146714918200649,5.4146714918200649,12.592259342955034,12.67840485559403,13.331553263862041,12.866009256344013,3000.144987783719,8.0188910288422566,0.61878834772454649,60009.396410760775,68376553499.44928,63.738442159115081,9926.3532723031476,9926.7419304271425,4804.284191257042,3095.3451723656481
8100,81,1921ebc982049932bfafaeeab743717ff52e2b26e69e1b6d5ec178bbe3d4629a,False,True,5,4.8231484368743178,5.4215281132857829,5.4215281132857829,12.608204978028549,12.695160269772678,13.330210301462202,12.871866149731604,3000.1420524115956,8.0294206613459895,0.62048472340739924,60009.396410760761,68372716225.95578,63.820422534111536,9926.4409271743734,9926.8332309887155,4816.6235874521544,3094.860356859806
8200,82,9a2c7c50ed74f5a6013169d6eed7ef12deff4e1694627a5d52c39bc8445a9423,False,True,5,4.8297661683915019,5.4282756460112491,5.4282756460112491,12.623896917380938,12.711677730701833,13.329149069096578,12.87809384366269,3000.1389663039863,8.0399723037700248,0.62218333603397258,60009.396410760783,68368913572.222496,63.902762254821518,9926.5284871227923,9926.9245147395159,4828.9785555459275,3094.3901779474986
8300,83,b70bd08ec6ac1c8ef31949f9cab01cefa82574e2fa28d8582528ab7439522e18,False,True,5,4.8362667287937455,5.4349048463659342,5.4349048463659342,12.639313664367844,12.727934884901767,13.328350709323443,12.884632878927585,3000.1357715319787,8.0505087325360236,0.62388418099176346,60009.396410760797,68365144246.131889,63.985169632189823,9926.6159335056818,9927.0157692927241,4841.3491532933294,3093.9338417523777
8400,84,f8bdfddd53e374cb57d0f77854c670bbfadb0298313ac0847745cc1fc7ac77fd,False,True,5,4.8426431037087898,5.4414083789657433,5.4414083789657433,12.65443816007499,12.743913880176015,13.327798239574271,12.891430443741919,3000.1325040188162,8.0609970985660819,0.6255872474602312,60009.39641076079,68361407087.338799,64.067385522552186,9926.7032497089676,9927.1069831787972,4853.7353838113941,3093.490603571774
8500,85,68064e6c442c454389428fed26715501ad989d7504add29cb520d9fb739f2de6,False,True,5,4.8488898368552409,5.4477805464722628,5.4477805464722628,12.669257154965193,12.759600725342333,13.327476161988645,12.898439529798436,3000.1291937703877,8.0714086158692631,0.62729251915471829,60009.396410760783,68357701052.954041,64.149181221731737,9926.7904209949284,9927.1981457879556,4866.1372018782731,3093.0597644542722
8600,86,089f73d9cc94b75d65b71977ebb6044f197f79d9355cadfb126fbc50e56c2bb4,False,True,5,4.8550028529108618,5.4540169884967815,5.4540169884967815,12.683760508732533,12.774984588712826,13.327370448459655,12.905618734971869,3000.1258661122829,8.0817182485473165,0.62899997506323801,60009.396410760783,68354025204.410233,64.230356366475405,9926.8774343465466,9927.2892472998792,4878.5545198248838,3092.6406678921876
8700,87,118f889833c0fd234be452acf48998bb26fb0641b99a2d31587beb53ef450698,False,True,5,4.8609792766834019,5.4601146714180286,5.4601146714180286,12.697941166510848,12.79005776979921,13.327468475336174,12.912931470088779,3000.1225421275785,8.0919044072090198,0.63070959000752924,60009.396410760775,68350378695.427368,64.310736782369048,9926.9642783348445,9927.3802786481792,4890.9872129423575,3092.2326968440034
8800,88,315b01e53f8ca847e7604ed7389c7f573a2110fb44df2f8e66066b12cc09a115,False,True,5,4.8668172773459881,5.4660716854167291,5.4660716854167291,12.711794686889188,12.804815226121564,13.32775861633607,12.920345701720628,3000.1192392847588,8.1019486545995836,0.632421335307354,60009.396410760761,68346760761.036087,64.390172376487726,9927.0509429727736,9927.4712314488388,4903.435124515112,3091.8352709207379
8900,89,c3a9363d4623fda2ad6c82e134a20d1b45f2249ad1c6bcaad8de1afbee8adb1c,False,True,5,4.8725159353273533,5.4718869179070841,5.4718869179070841,12.725318482572977,12.819253812005845,13.328230241698616,12.927833352773764,3000.1159720359833,8.111835415784908,0.63413517921937035,60009.396410760753,68343170707.625801,64.468535092142687,9927.1374195893404,9927.5620979549112,4915.8980703944662,3091.4478437772632
9000,90,e960cd3cfcc65c7105e3f9c29a4b0b8a7cb4529d3c1767d6118bcad13ff714ad,False,True,5,4.8780751141512928,5.4775601800401406,5.4775601800401406,12.738512114412416,12.833372555705802,13.328873433679897,12.935369796508406,3000.1127522398847,8.1215517144961478,0.63585108747526731,60009.396410760761,68339607903.959251,64.545716937828431,9927.223700711882,9927.6528710161674,4928.3758431611641,3091.069900721453
9100,91,87df6f14e5849edefd31d3cb9292381c580cf57b8c53be6d626f15fa6360d17d,False,True,5,4.8834953325016857,5.4830920040992659,5.4830920040992659,12.751376820275265,12.847172206610285,13.329679289791304,12.942933675788447,3000.1095892138337,8.1310869072327527,0.63756902387769199,60009.396410760746,68336071773.146141,64.621628073298893,9927.309779938947,9927.7435440223308,4940.8682159333957,3090.7009565020103
9200,92,992f120ce391f559cf59fea0f67832bb39682311bfc98d9ebb8bcf1e16c8c018,False,True,5,4.8887776870886412,5.4884833529237689,5.4884833529237689,12.763914839424862,12.860654545969554,13.330639411057623,12.95050667619585,3000.1064906873926,8.1404324539707229,0.63928895046233547,60009.396410760746,68332561785.382484,64.696195066485174,9927.3956518417981,9927.8341108634213,4953.3749457687518,3090.3405532638149
9300,93,87525c20ebb95388807e96c16dae9b66e3defb06c6aa60daeaa75bf6abf154ab,False,True,5,4.8939237438772807,5.4937358186730663,5.4937358186730663,12.776129874562288,12.873822833614396,13.331745872708428,12.958072708815882,3000.1034624473755,8.1495816822832996,0.64101082787718655,60009.396410760768,68329077451.548233,64.769359187295578,9927.4813118655111,9927.9245658919754,4965.8957767297488,3089.9882586478707
9400,94,3450e7f576105e24d422c6af8f08de575216fc4b0697468c6940e9e7fde7ee08,False,True,5,4.898935477271861,5.4988513524685105,5.4988513524685105,12.788026463221069,12.88668120107665,13.332991631096251,12.965618209303086,3000.1005091194879,8.1585295941266001,0.64273461593661463,60009.396410760761,68325618317.463913,64.841074884414738,9927.5667562284925,9928.0149038847921,4978.4304426368417,3089.6436640600041
9500,95,ad6e8a55b641eab7ac1d02cbb450410909efbd35a904ea6ea1a84304bbf0dfe8,False,True,5,4.9038151898936029,5.5038323012714976,5.5038323012714976,12.799610063453352,12.899234725162346,13.334369637337812,12.973131517419814,3000.0976340424259,8.1672726640594835,0.64446027369661751,60009.396410760753,68322183958.854195,64.911308321926768,9927.6519818475281,9928.1051200036345,4990.9786695067787,3089.3063830193487
9600,96,ddf5e44d8acf61290ffa8219b14b3cffaee3efb317349dd7b1e5918e30fc768c,False,True,5,4.9085654462526698,5.5086812484630938,5.5086812484630938,12.810886683144243,12.911489047937687,13.335873554006438,12.980602707654644,3000.094839388737,8.1758086702183554,0.64618775976110476,60009.396410760753,68318773976.892502,64.980036034390025,9927.7369862542564,9928.1952097710127,5003.5401777154757,3088.9760497751163
9700,97,c6b022a29da3adafd59be06b287a23e30a1f0c1862cd06d10370c8ad3d7a72a8,False,True,5,4.9131890332074288,5.5134010094255466,5.5134010094255466,12.821862869713112,12.923450378960403,13.337497476193553,12.988023638991049,3000.0921267524382,8.1841365330723796,0.64791703260879285,60009.396410760775,68315387994.310356,65.047243726195319,9927.8217675263859,9928.2851690347979,5016.1146839106068,3088.6523178317061
9800,98,3f7370773c4c2dcc455d742076927e3776b6fe86915f10c8321ee7bfc57ce29b,False,True,5,4.9176889054181609,5.5179945757560827,5.5179945757560827,12.832545580378227,12.935125344684767,13.339235706792849,12.995387226065386,3000.0894968151079,8.1922561712807163,0.64964805050062757,60009.396410760761,68312025651.958702,65.112925132340862,9927.9063242237153,9928.3749939416393,5028.7019026898315,3088.334858778313
9900,99,1d8cce1020fde46ae992e220587a49b6ea81da19128881450452cea45154db45,False,True,5,4.9220681392967958,5.5224650426140807,5.5224650426140807,12.842942013213451,12.946520837241373,13.341082917415019,13.002687826358365,3000.0869496185392,8.2001683633283484,0.65138077212843282,60009.396410760753,68308686605.880562,65.177080992611067,9927.9906553311394,9928.4646809192418,5041.3015480534295,3088.0233610957171
10000,100,1056c41cb461218702e5c44af422b8c1cbab7f3be888788ac4522deb00c45c3e,False,True,5,4.9263299171212047,5.5268156766735439,5.5268156766735439,12.853059765122561,12.957644164749945,13.343033941516333,13.009920846788111,3000.0844850486842,8.2078746369222131,0.65311515624659733,60009.396410760753,68305370524.716393,65.239718158596006,9928.0747601948715,9928.5542266304674,5053.9133347106372,3087.7175290494347
10100,101,8ef9486f7ccd9898ba81ddf863a07dd8ef4f7eaee2f2e2abda74e914d18cbc34,False,True,5,4.9304774775387719,5.5310497592310348,5.5310497592310348,12.862906467043047,12.96850267972056,13.345084048216785,13.017082575178938,3000.0821022077757,8.2153771575711154,0.65485116215340122,60009.396410760761,68302077087.514114,65.30084871701122,9928.1586384928542,9928.6436279887657,5066.5369791248522,3087.417081764866
10200,102,3e1769215a21ff9c48725fc9adfe251b6f8bc9420a3fd8cd9e3fba2ac65d334f,False,True,5,4.9345140888334234,5.5351706173534483,5.5351706173534483,12.872489856344856,12.979103852305585,13.347228709788443,13.024170123127416,3000.0797998934718,8.2226786325476375,0.65658874966474534,60009.396410760768,68298805981.824356,65.360489240721947,9928.2422901769387,9928.7328821054798,5079.1722004998037,3087.1217523017085
10300,103,edb5ead00295874f606c5e98121f934464e0a3d64b9fe4d36a40325bb12b3f6c,False,True,5,4.9384430438064379,5.5391815934914836,5.5391815934914836,12.881817706180517,12.989455203791415,13.349463653827451,13.031181311016903,3000.0775768477547,8.2297822234497922,0.65832787922487923,60009.396410760753,68295556902.107124,65.418660130537376,9928.3257154396324,9928.8219862881106,5091.8187215588759,3086.8312867778586
10400,104,90f79a60666fac667a7e4bed7f3fd137434e73b2df6be723a9b04c1ef88ead5c,False,True,5,4.9422676287306411,5.5430860400988422,5.5430860400988422,12.890897812954442,12.999564298583532,13.351784553445077,13.03811460966676,3000.0754315106497,8.2366914732309837,0.6600685120601496,60009.396410760739,68292329548.37027,65.475384989504491,9928.4089146792576,9928.9109380225436,5104.4762692213017,3086.5454436231857
10500,105,0f1ef6487aef94f0b04ccd1a652c453ba0675d5e46f2b668872e7b75586991c1,False,True,5,4.94599110927469,5.5468873030277681,5.5468873030277681,12.899737957709309,13.00943867967989,13.354187620527762,13.044968924295427,3000.0733620607134,8.2434102351061203,0.66181060991857943,60009.396410760746,68289123625.023582,65.530690084447301,9928.4918884716844,9928.999734953366,5117.144575167149,3086.2639928337144
10600,106,b2476982e87068df75a752936b236aa4c4e28714b13570cc5d01b3a15b03f877,False,True,5,4.9496167119990284,5.5505886121676573,5.5505886121676573,12.908345651856434,13.019085640996163,13.356669087577526,13.051743752868042,3000.0713665121871,8.2499426103181417,0.66355413564731491,60009.396410760732,68285938839.962311,65.584603854539623,9928.5746375351973,9929.0883748794786,5129.8233762960499,3085.9867153391751
10700,107,6ed0e31bbc63da3a606470642253c59c7de9274bf297b7b10eb9665696c0360d,False,True,5,4.953147622486207,5.5541932804925942,5.5541932804925942,12.916728599945717,13.028512677598323,13.359225258948387,13.058438798391832,3000.0694429699242,8.2562928971570546,0.66529905284922175,60009.396410760739,68282774903.77179,65.637156498614729,9928.6571627131925,9929.1768557316809,5142.5124151028185,3085.7134023436183
10800,108,d403e063e44de8ccfdbea156a9dc6c05e364e3f4b6073c3777f104ddf29baee9,False,True,5,4.9565869723067513,5.5577044848377817,5.5577044848377817,12.924894189977897,13.037726970136562,13.361852833859496,13.065054306947484,3000.0675893059301,8.2624655443663499,0.66704532592333132,60009.396410760732,68279631529.106018,65.688379583471686,9928.739464950595,9929.2651755668194,5155.2114399712436,3085.443854781347
10900,109,68f0ae86f8eb75b4b37b7a036be200cf438d50241df915811d6e1d89424328ed,False,True,5,4.9599378300955133,5.561125319944809,5.561125319944809,12.932849619050085,13.046735529508082,13.364548445912549,13.071590667993279,3000.0658034335297,8.2684651089786207,0.66879292032831428,60009.396410760732,68276508430.209747,65.738305715891499,9928.8215452737313,9929.3533325569006,5167.9202053990839,3085.1778827707985
11000,110,a4f06b8ac6916f3325ce52160da363273ac65563053f415ad28739c78849987d,False,True,5,4.9632031983580376,5.5644588748826429,5.5644588748826429,12.940602071026753,13.055545348928199,13.367308946162533,13.078048536884467,3000.0640832164563,8.274296222100066,0.67054180226069915,60009.396410760739,68273405322.516235,65.786968253183971,9928.9034047730165,9929.4413249780391,5180.6384721683426,3084.9153051112135
11100,111,7020b254c58a5a2d256d02e46dfc676f41591b0d723a6c3f93cb45ffbabc5162,False,True,5,4.966386000440262,5.5677081032747475,5.5677081032747475,12.94815841481862,13.064163112362841,13.370131391623008,13.084428718424437,3000.0624263663708,8.2799635499344806,0.67229193913542873,60009.396410760753,68270321922.363823,65.834401030895037,9928.9850445892043,9929.5291512086842,5193.3660074499994,3084.655948830718
11200,112,15e73773683fea8ff0dab827edf75181a73eb2be73b10e40dcdffdc8f78884b3,False,True,5,4.9694890894732442,5.5708760043413452,5.5708760043413452,12.955525625298511,13.07259563134113,13.373012744683873,13.090732330963352,3000.0608308655628,8.2854717790564809,0.67404329901481463,60009.396410760761,68267257946.805649,65.88063816579033,9929.0664659020404,9929.6168097146474,5206.1025848755598,3084.3996487450863
11300,113,4af7a3cd2e50b4931e7d063dca8e6b408ff856da05b6cce9cfc4738a4d490ba6,False,True,5,4.9725152398844763,5.5739652936479542,5.5739652936479542,12.962710017810522,13.080849045136306,13.375950478985132,13.096960424279645,3000.0592945512317,8.2908255842393466,0.67579585102231854,60009.396410760761,68264213113.449875,65.925713842216609,9929.147669914455,9929.7042990381033,5218.8479845744805,3084.1462470786864
11400,114,d82fee4409ab090c81c306d0988b496363c77e7473595352550c73fbe8d7b882,False,True,5,4.9754671414722109,5.5769787986426547,5.5769787986426547,12.969718167760666,13.088929770596268,13.378941635978361,13.103114364449512,3000.0578152953867,8.2960296101449273,0.67754956522364984,60009.396410760768,68261187140.410706,65.969662153846642,9929.2286578464154,9929.7916178073483,5231.6019931470155,3083.8955930480965
11500,115,7d11c81ab3cc2b365f791402bad63f09d60a277df7e6ad83d99df5491a494b8f,False,True,5,4.9783474114844495,5.5799191536106383,5.5799191536106383,12.976556201417159,13.096843773357925,13.381983903225866,13.109195334766794,3000.0563911007798,8.3010884564777214,0.67930441256628782,60009.396410760753,68258179746.258362,66.012516976303075,9929.3094309269381,9929.8787647137433,5244.3644036471169,3083.6475425288982
11600,116,d5e81344b248e07e346f9b21a6e862a83863281afa5d3be38147740e1afd76f7,False,True,5,4.9811585699396455,5.582788917257183,5.582788917257183,12.983230069265424,13.104596860792503,13.385074750227103,13.115204946114002,3000.0550197530088,8.3060066596396229,0.68106036492949473,60009.396410760753,68255190650.050377,66.054311807800659,9929.3899903818074,9929.9657385179271,5257.1350155128248,3083.4019577542767
11700,117,2fe6ac540ef5f0ff616b2c46822e8335f2a4a2964bd8818eb864d69cf5d0a4d2,False,True,5,4.9839030633424519,5.5855906498121177,5.5855906498121177,12.989745725286069,13.112194829431154,13.388211728447677,13.121144437760773,3000.0536993719256,8.310788687168742,0.68281739511470396,60009.396410760761,68252219571.374443,66.095079704836181,9929.4703374312321,9930.0525380386371,5269.9136344875487,3083.1587069573297
11800,118,92bb21983b5780b5ea66ba55a78bbe6a6ed258b8210a81cb1b5acd6ff6e40973,False,True,5,4.9865832584271841,5.5883267085552095,5.5883267085552095,12.996108651562729,13.119643026741077,13.391392706200078,13.127015418347119,3000.0524280080094,8.3154389217260221,0.68457547665210683,60009.396410760768,68249266230.424316,66.134853181450836,9929.5504732865811,9930.1391621504845,5282.7000725175949,3082.9176641096128
11900,119,7d6590ca0cee10c8f8c1251fca86df3328b45b49fdc356654bb3c10990f94551,False,True,5,4.9892014411462364,5.590999417283534,5.590999417283534,13.002324252280182,13.126946720245602,13.394615432131593,13.132819428910691,3000.0512038426414,8.3199616578895945,0.68633458414532356,60009.396410760761,68246330348.106979,66.173664145897661,9929.6303991398909,9930.225609781819,5295.4941476413815,3082.6787086270365
12000,120,5f555b8cb97d5203fe4ad40db301a85dcad4b5646f2684947f71421ee89c2c2d,False,True,5,4.9917598133065599,5.5936110661537217,5.5936110661537217,13.008397853355172,13.13411109358762,13.397877842779641,13.13855783312723,3000.0500249225888,8.3243610884955324,0.68809469289587977,60009.396410760768,68243411646.144592,66.211543830000352,9929.710116162747,9930.3118799052645,5308.2956838689806,3082.4417251276477
12100,121,97d96f42bac83ec60ce789e994b26f1ca69b91402fdefd74fe2735f8a82878ff,False,True,5,4.9942604990530413,5.5961638395755218,5.5961638395755218,13.014334534798909,13.141141103591243,13.401177923935228,13.144232227371754,3000.0488895403555,8.3286413096360796,0.68985577900129247,60009.396410760768,68240509847.211449,66.248522755854466,9929.7896255090454,9930.3979715441328,5321.1045110287596,3082.2066032010785
12200,122,97f32d7c943bdb3e781985876675de858cd5bb4f76db65e076325d013935d429,False,True,5,4.9967055485444707,5.5986597350662048,5.5986597350662048,13.020138942062408,13.148041265908018,13.404513699412526,13.149844142327606,3000.0477959318905,8.3328063082184265,0.69161781952232348,60009.396410760768,68237624675.074623,66.284630692930435,9929.8689282988144,9930.4838837602074,5333.9204646500657,3081.9732371414493
12300,123,312f387dbc2cb783793d8c7cd4fd2a49bc9e10c27dfd6efb19cb8fbfcf46daea,False,True,5,4.9990969332090884,5.6011008996428302,5.6011008996428302,13.025816068119045,13.154816450814192,13.40788327965797,13.155394985548192,3000.0467424368217,8.3368599635335006,0.69338079203484171,60009.396410760783,68234755854.731529,66.319896633877491,9929.9480256299812,9930.5696156494632,5346.7433858009881,3081.7415257640423
12400,124,aebfd247b60129acb1406145f8ed6005fd740f2eacb7ecf25eab96ec3c7b4c18,False,True,5,5.0013715187992265,5.6032430564375337,5.6032430564375337,13.030797945610164,13.161488749404969,13.412339405131478,13.160892698454759,3000.0441185525297,8.3407857339362703,0.69514467509027411,60009.396410760783,68231903186.653152,66.354203276922433,9930.0269160685475,9930.6551654073701,5359.5731199195634,3081.5113693613221
12500,125,277ba2e9f729dd9caf14e8e584562e7e6d4db963f55d5902311be39785ba9d58,False,True,5,5.003222802839522,5.605150521849632,5.605150521849632,13.035233898026471,13.168201244259242,13.418174297870618,13.166419627072402,3000.0370543037143,8.3444907765738456,0.69690944200653415,60009.39641076079,68229066939.834724,66.386881742762228,9930.1055752181874,9930.7405196175805,5372.4094626871283,3081.2825923468522
12600,126,8eb27e6351b5aa37300dc76b4ad47cb0abbbfe62ef3d79d7e065e1ddc84034ad,False,True,5,5.0049183618088744,5.6070437132717581,5.6070437132717581,13.039636560421947,13.174888184652403,13.422151894189042,13.171914720686956,3000.0339008460824,8.347999764354217,0.69867505561233323,60009.396410760768,68226247157.531311,66.418100697593459,9930.1840022988235,9930.8256749384054,5385.2521280303772,3081.0549800461354
12700,127,bad7741b3799ef89e7bb274c0bb614a6d1095ef3d5b10835646daad45c340c7a,False,True,5,5.0066633464491135,5.6088683524014895,5.6088683524014895,13.043879878179233,13.181419199106694,13.425109347955905,13.17725056223999,3000.0340981902364,8.3513339464697971,0.70044148033000764,60009.396410760783,68223443804.443092,66.448008135871589,9930.2622053160758,9930.9106334626067,5398.1008538764008,3080.8284636064745
12800,128,78381f4752bd5f54d3e395f0865d947a784223a46094732aa9daca5732e55a4e,False,True,5,5.0084176923535901,5.6106207498253911,5.6106207498253911,13.04795524597508,13.187785818089379,13.428381120726538,13.182418348072895,3000.034086142231,8.3545022589281182,0.70220868370767497,60009.396410760761,68220656850.081322,66.476665789390651,9930.3401878378318,9930.9953951548887,5410.9554019453171,3080.6030487693629
12900,129,98d8c22ce6a51c20b7a8af08d32934277ffed96652d5d80f194d73bb7819874a,False,True,5,5.010107283551994,5.6123218842667733,5.6123218842667733,13.051911387517322,13.194034545539456,13.432081592334256,13.187467212359335,3000.0330073558903,8.3575158906636844,0.70397663495625529,60009.396410760753,68217886237.661369,66.504152575816903,9930.4179531960399,9931.07995988533,5423.8155464185065,3080.3787150332691
13000,130,014c974206964cb0141356dcb7a633dec6e0f2b960acc0f0755c257ea388c2a2,False,True,5,5.0117276212586441,5.6139830725334816,5.6139830725334816,13.055774610631586,13.200187672815506,13.43580960456136,13.192423633950963,3000.0317655195427,8.3603891683928175,0.70574530553360371,60009.396410760761,68215131868.817665,66.530571123770656,9930.4955057534607,9931.1643281537617,5436.6810768826972,3080.1554101958018
13100,131,4b4071290d1cf98db5ce552c3f4294a2231dd0ab455714191f65c9860b815925,False,True,5,5.0133051614135908,5.6156045118063318,5.6156045118063318,13.059545391708969,13.206241960058753,13.439411404635431,13.197288016456609,3000.0308955160122,8.3631352585427869,0.70751466900103122,60009.396410760761,68212393613.415489,66.556016839218955,9930.5728498245608,9931.2485005997187,5449.551801357271,3079.9330814063283
13200,132,b535a3f2ef265a5318523cee44f0f6bd10ce8d3ec8da40c283bda6a715c0fbf5,False,True,5,5.0148523753594372,5.6171859617732078,5.6171859617732078,13.06322318043148,13.212194264436921,13.442972889235559,13.202059710106628,3000.0302524428107,8.365764771042242,0.70928470112718878,60009.396410760739,68209671321.073166,66.580567562283235,9930.649988944042,9931.3324775863075,5462.4275447704294,3079.7116859531666
13300,133,2ac63825b8c489d0dbb13b749735bb43a3eecba22ae37d25d1dd9f977b501bf8,False,True,5,5.016367325937261,5.6187304620605616,5.6187304620605616,13.066815042333221,13.218049531948365,13.446569032407554,13.206745781993154,3000.0296145879702,8.3682868874328804,0.71105522684522238,60009.396410760739,68206964825.362625,66.604291313509833,9930.7269236568191,9931.4162551407953,5475.3070136110528,3079.4911841315657
13400,134,e421a2353311d1ca612dc0939fb898c59c4b68465f28a620c698bd2effba7767,False,True,5,5.0178481821458334,5.6202417806747222,5.6202417806747222,13.070329736484549,13.223813596150633,13.450193474205113,13.211354990595371,3000.0289596362227,8.3707102406703218,0.71282450858739732,60009.396410760739,68204273954.781204,66.627252496121599,9930.8035979520319,9931.4997641273749,5488.1776768850405,3079.2715231033685
13500,135,a95d11594a0e61f9034638ccdc7a42d5867691ff813dbe01e867770755000850,False,True,5,5.0192976112745127,5.6217227073644915,5.6217227073644915,13.073773750640971,13.229486776023508,13.453819695438305,13.215893823750084,3000.0283487798242,8.3730429181539012,0.71459019945319602,60009.396410760732,68201598523.288506,66.649511762422961,9930.8798993538421,9931.5828886021591,5501.0226832086364,3079.0526081335611
13600,136,4f7a1b7f11474ab149e68357ae41525be81e90ce266b1ac040ed51638575c948,False,True,5,5.0207193359264783,5.6231751968025048,5.6231751968025048,13.077151631778205,13.235065026423456,13.457441843307613,13.220366794008394,3000.0278028009056,8.3752922493790827,0.71635020992990706,60009.396410760732,68198938318.230637,66.671124440837346,9930.9557235881475,9931.6655236044408,5513.8270079722342,3078.8343029615253
