step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
76,eb0c131981802c9c250cd3ef94ce74a80a39b8310b9508f25aa4416475662773,False,False,False,False,False,0,31886.900000000001,317512,31288,48736,21.800000000000001,7680,15669.9,26480,15667.5,26304,0,0,0,0,0.80000000000000004,40,15593.4,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,52244edad9f8bfc51eecd9c111d57f97406289d84f456c7d847ed12dd5da6bb6,False,False,False,False,False,0,31939.099999999999,317520,31383.700000000001,48736,20.5,7680,15822.1,26480,15819.700000000001,26304,0,0,0,0,0.80000000000000004,40,15538.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1144f0bb3046974a1bd7270d73e8550f84dcd15657046489560d0e10df18d147,False,False,False,False,False,0,31728.299999999999,318896,31173.200000000001,48736,21.199999999999999,7680,15610.4,26480,15608.700000000001,26304,0,0,0,0,0.20000000000000001,40,15539.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,8b7bdb2db37b0fb3cc9b05df473987141e34ab28cacd6a801a2d45481d5d4f9f,False,False,False,False,False,0,32291.299999999999,317520,31734.900000000001,48736,21,7680,15976.9,26480,15975,26304,0,0,0,0,0.29999999999999999,40,15734.4,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,c61070b4afee71c97deb924072b532cdfb76653c46bcf5feeb4b0fcf7739b1df,False,False,False,False,False,0,31838.400000000001,318896,31231,50120,21,7680,15644.200000000001,26480,15642.5,26304,0,0,0,0,0.40000000000000002,40,15560.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,e28796f7d956ce2f670ced9569319b6ac2576896e9908207f3580e0554c12dc7,False,False,False,False,False,0,31767.700000000001,317520,31236.299999999999,48736,20.600000000000001,7680,15455.4,26480,15453.9,26304,0,0,0,0,0.29999999999999999,40,15758.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,95bfe3d38ecc865d10884c47ed2aa9739658a08bcff8b66fc932f63ff9608e77,False,False,False,False,False,0,32399.700000000001,317512,31821.599999999999,48736,19.600000000000001,7680,15810.9,26480,15809.299999999999,26304,0,0,0,0,0.40000000000000002,40,15988.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,cbf0979610b159d92764823eefc2488ecde70f54845d0b5506f28c447d9e1379,False,False,False,False,False,0,32471.700000000001,317520,31824,48736,21.699999999999999,7680,16043.4,26480,16041.4,26304,0,0,0,0,0.29999999999999999,40,15755.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,20c4ba086c6baf696b9a74a0820473834d485e495c5b49b4e5e04ef824c977d5,False,False,False,False,False,0,32526,317512,31874.200000000001,48736,22.899999999999999,7680,16013.4,26480,16010.9,26304,0,0,0,0,0.5,40,15834.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,4a223cf479fd6052adc4ca1d58a1f1891f180f43ac52bff9c073740ba451cc43,False,False,False,False,False,0,33026.300000000003,317520,32423.5,48736,24.600000000000001,7680,16489.799999999999,26480,16487.299999999999,26304,0,0,0,0,0.5,40,15906.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8a01f9605398a12e4fc515a26d6d6909b04a19943af5d74930c77b6bbeef944c,False,False,False,False,False,0,32183.400000000001,317512,31582.5,48736,21.199999999999999,7680,15823.9,26480,15822,26304,0,0,0,0,0.40000000000000002,40,15725.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,63fcf650fc72a33f6ac3ad2180f9f318eaaa3f2f5f50bd7b47652de700e6cda6,False,False,False,False,False,0,32819.900000000001,317520,32195.700000000001,48736,21.699999999999999,7680,16230.200000000001,26480,16227.700000000001,26304,0,0,0,0,0.40000000000000002,40,15940,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,00771184bbbac072740b73de50acaba2627e60720e9c58e1cd9ad9a934c39991,False,False,False,False,False,0,32343.400000000001,317512,31714.200000000001,48736,21.300000000000001,7680,15784.5,26480,15782,26304,0,0,0,0,0.80000000000000004,40,15905.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0924381dc8b3e1ab3b5482843a7cf188e8d7900db97c9215f87dcd55b6066f66,False,False,False,False,False,0,32277,317520,31640.700000000001,48736,21.600000000000001,7680,15724.200000000001,26480,15722.200000000001,26304,0,0,0,0,0.29999999999999999,40,15891.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,294155b2f9228ebb8afca4850d850c58913d4d8a6c6cc3f34944e1250b506ad0,False,False,False,False,False,0,33420.699999999997,319248,32209.099999999999,48984,22.100000000000001,7680,16153.4,26728,16151.4,26552,0,0,0,0,0.29999999999999999,40,16030.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,634feccfece24aa6b2ea50f7dc4afe2d32411fa7f3557c2792c3d6da522daffd,False,False,False,False,False,0,32635.900000000001,318424,32029.200000000001,48736,21.5,7680,16108,26480,16105.9,26304,0,0,0,0,0.40000000000000002,40,15896.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,1840fb42b258cd1fc14a2edc08d2be0480e80a8b820b253e8f6ee8c6d975f79a,False,False,False,False,False,0,32334.799999999999,317512,31730.900000000001,48736,21.699999999999999,7680,15965,26480,15962.5,26304,0,0,0,0,0.69999999999999996,40,15741,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8ac9de833981d275262e57d7be7a70b6f077971fc232c844e330245d1df28839,False,False,False,False,False,0,32474.099999999999,317520,31891.5,48736,21.5,7680,15763.299999999999,26480,15761.299999999999,26304,0,0,0,0,0.40000000000000002,40,16104.1,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,0474a884d56000bb5960e86b41f2e6f742ea397530aa017092532aa2bacb7aa0,False,False,False,False,False,0,32885.5,317512,32299.299999999999,48736,20.800000000000001,7680,16133.5,26480,16131.1,26304,0,0,0,0,0.29999999999999999,40,16141.4,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,c6df352e4e7d6edec749c37bdb82d88e5c1980e3ad991e9f88b4f3b2b6aee66b,False,False,False,False,False,0,32384.200000000001,317520,31677.599999999999,48736,21.100000000000001,7680,15732.6,26480,15730.1,26304,0,0,0,0,0.40000000000000002,40,15920.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,e80e27ff8e7eb3329070bab58bbea5430d5c454383a916811385c1199c48b7b6,False,False,False,False,False,0,31746.700000000001,317512,31150.599999999999,48736,22.300000000000001,7680,15620.200000000001,26480,15616.9,26304,0,0,0,0,0.59999999999999998,40,15505.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,9c89389c83ef9684b9a7f7ca5bd54cedb09fbd4cafff6cdf5276e303677e97e4,False,False,False,False,False,0,33695.199999999997,317520,33087,48736,20.600000000000001,7680,16491.799999999999,26480,16489.599999999999,26304,0,0,0,0,0.5,40,16570.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,c955bdf8e35d100e8bf2cfe265aab5acb8fd70e8099d449e245cd8dc1f32a1e4,False,False,False,False,False,0,33009.599999999999,317512,32363.599999999999,48736,22.600000000000001,7680,16096.9,26480,16094.299999999999,26304,0,0,0,0,0.5,40,16239.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,269840ac8d2282bd9cb80799116a562c2742a95ee322ea8a3641695b0640896e,False,False,False,False,False,0,32876.900000000001,317520,32254.299999999999,48736,23.100000000000001,7680,16108.799999999999,26480,16106.6,26304,0,0,0,0,0.40000000000000002,40,16118.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,78bc1e25a6b3c2d2f2bb65edd0d75fe646a39f2adafb4fad6529f10fd15b3b40,False,False,False,False,False,0,32497.099999999999,317512,31882.299999999999,48736,22,7680,16209.799999999999,26480,16207.5,26304,0,0,0,0,0.5,40,15646.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,3be294dbcc2ac51f2f0eb4e2fc7be1cad1e7e6f34811335046192773d453a6c0,False,False,False,False,False,0,32724.099999999999,317520,32117.400000000001,48736,21,7680,15982.4,26480,15980.1,26304,0,0,0,0,0.5,40,16110.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2d2e6bc0505e6177efd45a08a35a428e85ee107585ee8d0cca7879d78a644daa,False,False,False,False,False,0,32558.599999999999,317736,31957,48736,21.899999999999999,7680,15909.799999999999,26480,15907.700000000001,26304,0,0,0,0,0.40000000000000002,40,16022.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1387a4f2b46c632cdfc9f927865cdd6b1643b076f250d61a20eeacc9fd4dd72d,False,False,False,False,False,0,32674,317744,32073.5,48736,21.399999999999999,7680,15649.799999999999,26480,15647.799999999999,26304,0,0,0,0,0.40000000000000002,40,16399.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,30745c0c33e2e482cedc6328d939b81132e521fe6d99249c121d1ed7519d15ff,False,False,False,False,False,0,31992.400000000001,317736,31311.599999999999,48736,21.699999999999999,7680,15596.5,26480,15594.5,26304,0,0,0,0,0.40000000000000002,40,15691.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,774e354e10001de1a4ebfb543da8d81b6cda7fc068160cad9e5152cbf1925f9d,False,False,False,False,False,0,32494.5,317744,31871.700000000001,48736,21.699999999999999,7680,15930.5,26480,15928.6,26304,0,0,0,0,0.29999999999999999,40,15917.200000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,2114f92ba9f562d58e679258b3d1e92721e9826d30c25b5d253928c27fde63af,False,False,False,False,False,0,33025.699999999997,317736,31984.799999999999,48736,22.5,7680,16102.799999999999,26480,16100.5,26304,0,0,0,0,0.40000000000000002,40,15856.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,bcc43b949f9753815e40017eda1269f2dc969bf321d6ac7600b614d938d35a9d,False,False,False,False,False,0,31766.5,317744,31181.599999999999,48736,21.5,7680,15715.6,26480,15709.700000000001,26304,0,0,0,0,0.40000000000000002,40,15441.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,0f881e0ce2e2e85e09dc08c8e498ed526e4b07be52f0c100a110c7b1c564ff02,False,False,False,False,False,0,32109,317512,31396,48736,22.300000000000001,7680,15603.700000000001,26480,15602.1,26304,0,0,0,0,0.29999999999999999,40,15766.9,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,4330c081c098aa50227d5140022b150c7402dc96d3312839dd71d5df491d00c7,False,False,False,False,False,0,31831.099999999999,317520,31147.5,48736,23.899999999999999,7680,15576.4,26480,15574.4,26304,0,0,0,0,0.29999999999999999,40,15544.799999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,9f2d6cc89ee719fc5e7724125de674846007447bb08689fb5d0be1cd1b883e94,False,False,False,False,False,0,31975.599999999999,317512,31449.099999999999,48736,20.399999999999999,7680,15501.200000000001,26480,15499.299999999999,26304,0,0,0,0,0.29999999999999999,40,15925.4,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,443690a33c7af500fe9b4db132b49861ecfbdea958af6aa4adc918c03753d0d2,False,False,False,False,False,0,31637.200000000001,317520,31120.900000000001,48736,20.600000000000001,7680,15546.799999999999,26480,15544.700000000001,26304,0,0,0,0,0.29999999999999999,40,15551.6,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,05eca530f31ff84b5c65c4ee40a674b340bac4d1da82c9447443e2945b734068,False,False,False,False,False,0,32110.700000000001,317512,31590.5,48736,20.199999999999999,7680,15921.799999999999,26480,15920.200000000001,26304,0,0,0,0,0.29999999999999999,40,15646.299999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,cf63eaa5c29d617ce0099e4e4a58b63251aa7619b79718288ba55b8e2dbda0ff,False,False,False,False,False,0,32541.799999999999,317520,31960.700000000001,48736,21.5,7680,16172.700000000001,26480,16170.799999999999,26304,0,0,0,0,0.40000000000000002,40,15763.700000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,ded14cbfa2f76fd09ea1a10cc819804387e1670b9fd56a3ae8f8beb146907d2b,False,False,False,False,False,0,18710.900000000001,318896,18126.900000000001,48736,22.199999999999999,7680,9204.3999999999996,26480,9202.2000000000007,26304,0,0,0,0,0.5,40,8897.7999999999993,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,d226aa57e1413db9a41195d7dcd8f153e4df9d7dfe5db6f3ee23eb2d1046d5b5,False,False,False,False,False,0,18572.200000000001,317520,18031.599999999999,48736,20.699999999999999,7680,9195.7999999999993,26480,9194.2000000000007,26304,0,0,0,0,0.29999999999999999,40,8812,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,2033967633880dabf62c1793a09556b9f5ac13bcbbd92afcae6fc489a51cad91,False,False,False,False,False,0,18662,317512,18145.099999999999,48736,20.899999999999999,7680,9312,26480,9310.2000000000007,26304,0,0,0,0,0.29999999999999999,40,8810,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,3378beac7fe4ef6b23ffa3e2466ae6f61349e7d9c419598dc7878c95d0b3d537,False,False,False,False,False,0,19037.099999999999,318904,18336.299999999999,50120,20.5,7680,9229.8999999999996,26480,9228.1000000000004,26304,0,0,0,0,0.40000000000000002,40,9081.1000000000004,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,c1b57bcb88c60b93ae08faa99a6272154af810c3a2fd97bbc62045ee94c55c6e,False,False,False,False,False,0,18737.299999999999,317512,18081,48736,25.100000000000001,7680,8821,26480,8819.3999999999996,26304,0,0,0,0,0.29999999999999999,40,9231.6000000000004,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,f7397759f51a86adf269aa9710d94182f248b2f6995c6515b95f6a50bbe2a5dd,False,False,False,False,False,0,18548.599999999999,317520,18024.299999999999,48736,21,7680,8824.7000000000007,26480,8822.3999999999996,26304,0,0,0,0,0.29999999999999999,40,9176.6000000000004,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,dd047c9fb313068f881c5e7b3027c6e89d359995684f09985492d6c6594b8ca9,False,False,False,False,False,0,18561.599999999999,317512,18047,48736,20.100000000000001,7680,8852.7000000000007,26480,8851.2999999999993,26304,0,0,0,0,0.20000000000000001,40,9172.1000000000004,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,02e32b6d2c8fcf12c7749d40fb8d2a60181bd14a7bc44726f5aaecff3dcb0fb9,False,False,False,False,False,0,18779.799999999999,317520,18274.900000000001,48736,19.899999999999999,7680,9313.7000000000007,26480,9312,26304,0,0,0,0,0.29999999999999999,40,8939,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,30541d3bd8ca9791c8f4d2c107ee843f14870fc098802a6d13327e70af5611fd,False,False,False,False,False,0,18589.5,317512,18095.200000000001,48736,20.899999999999999,7680,9256.8999999999996,26480,9255.2999999999993,26304,0,0,0,0,0.29999999999999999,40,8815.3999999999996,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,63d9adc6413b4d85845e2c56078afe3cdb9e270aafa454e6422ad9b08617d527,False,False,False,False,False,0,18502.700000000001,317520,18013.400000000001,48736,19.899999999999999,7680,9171.3999999999996,26480,9169.8999999999996,26304,0,0,0,0,0.29999999999999999,40,8819.7999999999993,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,aeb434bcf2c4895ae6fc0d380c86bc181e883861f583514f0930d6c23c68eb9e,False,False,False,False,False,0,5865.6000000000004,317512,5285.6999999999998,48736,20.5,7680,2544.8000000000002,26480,2542.5,26304,0,0,0,0,0.29999999999999999,40,2717.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,63f89092c6c5d334ec6c1671195101f039329b47bd576b93dda19746ed7602b2,False,False,False,False,False,0,5139.5,317520,4612.6000000000004,48736,22,7680,2308.4000000000001,26480,2306.6999999999998,26304,0,0,0,0,0.29999999999999999,40,2280.5999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,abbc16a59e1b06d8aa1ee188d7adb560a0d912d1c25effe79bf92df149b04add,False,False,False,False,False,0,5023.1999999999998,317512,4600.8000000000002,48736,18.399999999999999,7680,2304.0999999999999,26480,2303,26304,0,0,0,0,0.20000000000000001,40,2276.5,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,32064beed37e7b62cd224efd99af502f8479822cd68ef910977c4642814f24dc,False,False,False,False,False,0,6049.1000000000004,319256,4956.1000000000004,48984,18.899999999999999,7680,2602.5999999999999,26728,2601.4000000000001,26552,0,0,0,0,0.20000000000000001,40,2332.8000000000002,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6875cca83e7bdbde6deb9e3682bf7c24f55e9826a9fd182146dc216303c19dd7,False,False,False,False,False,0,5268.5,318424,4661,48736,31,7680,2348.6999999999998,26480,2347.3000000000002,26304,0,0,0,0,0.20000000000000001,40,2279.9000000000001,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,38f2da5d6a79e9b71a0c550416767c9b144050e25796137b5fd1a1d8f3f90552,False,False,False,False,False,0,5079.5,317528,4599.1000000000004,48736,18.600000000000001,7680,2306.5999999999999,26480,2305.4000000000001,26304,0,0,0,0,0.20000000000000001,40,2272.0999999999999,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,e8182220a0dd10134f34ec155d867ae4d1df1675cb38b769f05a544595dfc582,False,False,False,False,False,0,6237.1999999999998,317520,5710.8999999999996,48736,39.200000000000003,7680,3023.4000000000001,26480,3021.1999999999998,26304,0,0,0,0,0.29999999999999999,40,2645.1999999999998,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,e6e1756d77526024428eb10039d5c50baf3834184fbafe7755404107a6b849af,False,False,False,False,False,0,5236.8000000000002,317528,4746.3000000000002,48736,21.199999999999999,7680,2394.4000000000001,26480,2392.9000000000001,26304,0,0,0,0,0.29999999999999999,40,2329,14280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,90209efb17564a7bc8b4fc1f35096ba9ef95891326f00c71a40afb2072598639,True,True,False,False,False,2,1703106.1000000001,1347512,1702575.5,1078728,18.5,7680,1697457.8999999999,1045104,5237.3999999999996,26304,1658235.5,1006592,33981.699999999997,12032,1,40,5074.1999999999998,25648,1658223.3999999999,1004840,10.199999999999999,2704,50101.099999999999,36432,1559570.3,925328,48500,28064,0,0,41.799999999999997,12312,35,32,32,1,1,0,0,0,1
