step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,historical_predictor_fluid_nodes_reused,historical_predictor_fluid_nodes_total,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,probe_applied_fluid_nodes_reused,probe_applied_fluid_nodes_total,probe_mapped_fluid_nodes_reused,probe_mapped_fluid_nodes_total,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
127,32064beed37e7b62cd224efd99af502f8479822cd68ef910977c4642814f24dc,False,False,False,False,False,10,12,0,1232.2,324256,770.5,54072,614.5,21872,139.09999999999999,19392,137.80000000000001,19216,0,0,0,0,0.29999999999999999,40,15.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,6875cca83e7bdbde6deb9e3682bf7c24f55e9826a9fd182146dc216303c19dd7,False,False,False,False,False,10,12,0,1237.3,322872,772.79999999999995,54072,607.20000000000005,21872,150.69999999999999,19392,149.40000000000001,19216,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,38f2da5d6a79e9b71a0c550416767c9b144050e25796137b5fd1a1d8f3f90552,False,False,False,False,False,11,12,0,1220.4000000000001,322752,718.29999999999995,53944,606.70000000000005,21872,96,19264,94.700000000000003,19088,0,0,0,0,0.20000000000000001,40,14.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,e8182220a0dd10134f34ec155d867ae4d1df1675cb38b769f05a544595dfc582,False,False,False,False,False,11,12,0,1201.0999999999999,322744,726.70000000000005,53944,617.60000000000002,21872,93.599999999999994,19264,92.5,19088,0,0,0,0,0.29999999999999999,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,e6e1756d77526024428eb10039d5c50baf3834184fbafe7755404107a6b849af,False,False,False,False,False,10,12,0,1233.3,322880,770.5,54072,612.20000000000005,21872,143.40000000000001,19392,142.19999999999999,19216,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,90209efb17564a7bc8b4fc1f35096ba9ef95891326f00c71a40afb2072598639,True,True,False,False,False,11,12,2,301196,976960,300576.90000000002,708160,1841.4000000000001,21872,298685.20000000001,662112,93.599999999999994,19088,279242.90000000002,630816,19346.099999999999,12032,0.90000000000000002,40,36.299999999999997,23872,279233.09999999998,629048,9.3000000000000007,2704,24307.299999999999,36448,230678,549472,24195.900000000001,28080,0,0,42.600000000000001,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
133,81ca8207f20f7721a4e0aec82aa6d8bdf46b9afeda69a41b46741115884fdc90,True,True,False,False,False,10,12,2,297124.40000000002,976736,296358.29999999999,707928,1850.0999999999999,21872,294453.40000000002,660496,144.59999999999999,19216,274863.70000000001,629072,19442.099999999999,12032,1.1000000000000001,40,41.399999999999999,23872,274855.90000000002,627304,9.6999999999999993,2704,24320.900000000001,35936,226235.10000000001,548240,24247.099999999999,28080,0,0,43.100000000000001,12344,339,384,295,384,35,32,32,1,1,0,0,0,1
134,a75cef374d56ade513256c8d319fb854dcce2be5f8ecdb66fc27da45a35eb82b,True,True,False,False,False,11,12,2,300426,976600,299677,707800,1830.5,21872,297800.40000000002,661752,97.299999999999997,19088,278385.29999999999,630456,19314.799999999999,12032,0.90000000000000002,40,36.799999999999997,23872,278376.59999999998,628688,10,2704,24323.299999999999,35936,229785.89999999999,549624,24220.200000000001,28080,0,0,37.200000000000003,12344,339,384,292,384,35,32,32,1,1,0,0,0,1
135,475a7ed373b7a821ed316ab4657d31210aa009d45cfbdb8f1e00ad56554e93d7,True,True,False,False,False,10,12,2,301559.5,976736,300806.29999999999,707928,1845.5,21872,298917.70000000001,661880,147.90000000000001,19216,279343.59999999998,630456,19423.5,12032,1,40,33.600000000000001,23872,279335.09999999998,628688,10.4,2704,24287.200000000001,35936,230594.79999999999,549624,24405.200000000001,28080,0,0,37.5,12344,339,384,292,384,35,32,32,1,1,0,0,0,1
136,12c38114f179c05d6ecfa6db6099c08ec0d56365c8ea853f318f997e0fe50e9d,True,True,False,False,False,11,12,2,296813.79999999999,975368,296057.70000000001,706568,1842.9000000000001,21872,294170.40000000002,660520,96.099999999999994,19088,274729.59999999998,629224,19342,12032,1,40,35.299999999999997,23872,274721.5,627456,10.6,2704,24342.700000000001,35936,226139,548392,24193.799999999999,28080,0,0,35.399999999999999,12344,339,384,294,384,35,32,32,1,1,0,0,0,1
137,b83010ea9c39147375061c103d3885809a5d6326192dce4c8aa1c7595c0843d1,True,True,False,False,False,11,12,2,296480.79999999999,975640,295698.90000000002,706832,1834.7,21872,293815.09999999998,660784,98.900000000000006,19088,274382.20000000001,629488,19331,12032,0.90000000000000002,40,39.600000000000001,23872,274366,627456,10.5,2704,24202.099999999999,35936,225846.29999999999,548392,24259,28080,0,0,48.100000000000001,12344,339,384,294,384,35,32,32,1,1,0,0,0,1
138,3b4b6fdec397882b425f7be6e736219ea88c608dc2aba09e3fb0e490b47cceab,True,True,False,False,False,11,12,2,300441.5,976448,299674.70000000001,707648,1843.8,21872,297781.40000000002,661600,95.700000000000003,19088,278305.90000000002,630304,19376.599999999999,12032,1.1000000000000001,40,39,23872,278297,628536,10.5,2704,24184.900000000001,35936,229785.39999999999,549472,24269.299999999999,28080,0,0,46.899999999999999,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
139,e53959e77830f7bc13e72a5435039dc6fe6c9f370769b08ee10b6115a57d7577,True,True,False,False,False,10,12,2,296679.09999999998,975504,295915,706696,1849.5,21872,294018.5,660648,143.90000000000001,19216,274511,629224,19360.400000000001,12032,1.2,40,37.299999999999997,23872,274502.5,627456,21.699999999999999,2704,24306.200000000001,35936,225959.5,548392,24175.900000000001,28080,0,0,39.200000000000003,12344,339,384,294,384,35,32,32,1,1,0,0,0,1
140,92ebc5bbdc7c7be6661bb360878309ab5fda5b5d904ad234a03f67266bb38ab0,True,True,False,False,False,10,12,2,296829.70000000001,975920,296056.70000000001,707120,1853,21872,294145.09999999998,661072,144.5,19216,274540.09999999998,629648,19457,12032,1,40,42.399999999999999,23872,274530.29999999999,627456,12.6,2704,24252.400000000001,35936,225947.29999999999,548392,24280.099999999999,28080,0,0,37.899999999999999,12344,339,384,294,384,35,32,32,1,1,0,0,0,1
141,ab35bce3063d134779d268578a9b38aa48b32064639d66fa4c01b3cf80560c72,True,True,False,False,False,11,12,2,296482.79999999999,975376,295723.40000000002,706568,1842.0999999999999,21872,293835.5,660520,95.400000000000006,19088,274357.29999999999,629224,19379.700000000001,12032,1.1000000000000001,40,36.399999999999999,23872,274349.90000000002,627456,11,2704,24166.200000000001,35936,225910.10000000001,548392,24219.799999999999,28080,0,0,42.799999999999997,12344,339,384,294,384,35,32,32,1,1,0,0,0,1
142,6ced8f4987af2a8672c564b4069b9d65362e64b12aedec1462cf00ac893d6ecf,True,True,False,False,False,11,12,2,300919.79999999999,976600,300153.70000000001,707800,1821.7,21872,298281.5,661752,94.5,19088,278880.59999999998,630456,19303.299999999999,12032,0.90000000000000002,40,40.5,23872,278873.09999999998,628688,11.199999999999999,2704,24243.099999999999,35936,230298.5,549624,24277.5,28080,0,0,42.799999999999997,12344,339,384,292,384,35,32,32,1,1,0,0,0,1
143,6b8b7895e1c52a41fb57e1c7c2ecf76459f2c15432458407ba54330e6ee78328,True,True,False,False,False,11,12,2,301335.5,978704,300561.70000000001,709000,1835.9000000000001,21872,298679.70000000001,662952,95.200000000000003,19088,279176.09999999998,631656,19405.5,12032,0.90000000000000002,40,39.399999999999999,23872,279168.59999999998,629888,10.300000000000001,2704,24225.299999999999,35936,230716.29999999999,549712,24177.799999999999,29192,0,0,38.899999999999999,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
144,d070099d17d4c7c4ae45fb2c4e61d1df7abdbc30392d6eac3760826fd6c4a49a,True,True,False,False,False,11,12,2,301293,977352,300490.79999999999,707648,1858,21872,298572.59999999998,661600,97.200000000000003,19088,279134.09999999998,630304,19338.099999999999,12032,1,40,47.700000000000003,23872,279125.5,628536,10.199999999999999,2704,24332.700000000001,35936,230553.39999999999,549472,24181.299999999999,28080,0,0,47.899999999999999,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
145,d5940273503a3bde2bee610a773ffb4cf4057222704a51576653fc77922b7ccd,True,True,False,False,False,11,12,2,301032.40000000002,976456,300254.90000000002,707648,1830.2,21872,298374.40000000002,661600,97.5,19088,278861.20000000001,630304,19412.400000000001,12032,1.3,40,39.899999999999999,23872,278853.29999999999,628536,11.5,2704,24235.5,35936,230289.20000000001,549472,24273.599999999999,28080,0,0,43.5,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
146,76558cbc157fd4dd2e8294a94d01a05361d98d9523d15c58a68e12c72b4f0b9e,True,True,False,False,False,11,12,2,300347.09999999998,976592,299591.90000000002,707800,1848.9000000000001,21872,297695.20000000001,661752,96.299999999999997,19088,278222.20000000001,630456,19373.700000000001,12032,0.80000000000000004,40,38.5,23872,278214,628688,10.800000000000001,2704,24228.700000000001,35936,229687,549624,24250.599999999999,28080,0,0,36.899999999999999,12344,339,384,292,384,35,32,32,1,1,0,0,0,1
147,751709ea4d0d597831d6771f3ae01d901fae6374e94fcb9a79af7a97e934c126,True,True,False,False,False,11,12,2,300726.79999999999,976448,299973.90000000002,707648,1848.4000000000001,21872,298076.20000000001,661600,96.099999999999994,19088,278622.5,630304,19354.599999999999,12032,1,40,39.299999999999997,23872,278615.20000000001,628536,10.699999999999999,2704,24302.900000000001,35936,229941.39999999999,549472,24307.599999999999,28080,0,0,52.600000000000001,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
148,cb80f04c95a835ed43bc7824039ba2ec0d33ef0456dccca27445e09f1ba222f0,True,True,False,False,False,10,12,2,300477,976992,299732.5,708200,1823,21872,297863.40000000002,662152,144.80000000000001,19216,278394.29999999999,630728,19321.099999999999,12032,1,40,37,23872,278384,628536,11,2704,24261.5,35936,229880,549472,24195,28080,0,0,36.5,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
149,c4ebe96b4cad2e0394f48243c8267904cc29011f97e2e01afb67efdeba11cd02,True,True,False,False,False,10,12,2,301350.20000000001,976576,300577.20000000001,707776,1843.4000000000001,21872,298690.29999999999,661728,142.90000000000001,19216,279004.40000000002,630304,19540.099999999999,12032,0.90000000000000002,40,34.899999999999999,23872,278997.09999999998,628536,21.199999999999999,2704,24443.299999999999,35936,230087.70000000001,549472,24401.400000000001,28080,0,0,43.5,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
150,fe6aeb3a7424095de976bafbcfc832c9f67d7c116472e854c5e83d398c6355d1,True,True,False,False,False,10,12,2,300556.09999999998,976568,299810.70000000001,707776,1853.5999999999999,21872,297912.40000000002,661728,145.19999999999999,19216,278363.5,630304,19400.799999999999,12032,1,40,36,23872,278355.90000000002,628536,9.5,2704,24343.5,35936,229946.10000000001,549472,24021,28080,0,0,35.799999999999997,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
151,869cf3f0a6f26e8e7075d040d73a479f8b4c73e6a60a804b94c02cb76092eb86,True,True,False,False,False,11,12,2,300620.79999999999,976448,299881.29999999999,707648,1840.5999999999999,21872,297992.79999999999,661600,91.099999999999994,19088,278514.20000000001,630304,19384.200000000001,12032,1,40,38,23872,278506.90000000002,628536,9.3000000000000007,2704,24343.200000000001,35936,229800.5,549472,24316.799999999999,28080,0,0,37.100000000000001,12344,339,384,293,384,35,32,32,1,1,0,0,0,1
152,6de74530653130a0a411a70212da00f3b0fce3e93a1df251093ee0d9cd8d269b,False,False,False,False,False,11,12,0,1390.3,322736,729.89999999999998,53944,616.79999999999995,21872,95.900000000000006,19264,93.900000000000006,19088,0,0,0,0,0.69999999999999996,40,15.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,e4050850e6ec6159b3616cf2ef223afae39f9b11c97749b0620a269ec6ddf9ee,False,False,False,False,False,10,12,0,1279.7,322872,768.39999999999998,54072,610.39999999999998,21872,142,19392,140.69999999999999,19216,0,0,0,0,0.40000000000000002,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,ce72524bdf57445b9206c58fcc00da200ef7b6cadfe3c8c247d40cbd26f7aa6a,False,False,False,False,False,11,12,0,1198.3,322736,715.70000000000005,53944,606.70000000000005,21872,94.099999999999994,19264,92.799999999999997,19088,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,83d41ed98a5a8a481dc9017a3358435e2b1a6e2420c89adceb81f15caaf41f12,False,False,False,False,False,11,12,0,1194.4000000000001,322744,715.70000000000005,53944,606.5,21872,94.299999999999997,19264,93.099999999999994,19088,0,0,0,0,0.20000000000000001,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,8c11226c4f8889906299b8a6bfb07715a064fc561d877b4cb72e86a433070733,False,False,False,False,False,10,12,0,1229.7,322864,764.39999999999998,54072,608.10000000000002,21872,141.59999999999999,19392,140.40000000000001,19216,0,0,0,0,0.20000000000000001,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,0d527da29336088b6fb836e1ae1f3a65ff3584b0a3c55854bfe41308d8332682,False,False,False,False,False,11,12,0,1194.0999999999999,322744,727.5,53944,618.29999999999995,21872,93.599999999999994,19264,92.400000000000006,19088,0,0,0,0,0.29999999999999999,40,14.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1c67241fdb6fe00483ad6882bd5190be6b375ee01b29dc95365955084ef8cdab,False,False,False,False,False,10,12,0,1223.5999999999999,322864,758.39999999999998,54072,603.89999999999998,21872,139.69999999999999,19392,138.59999999999999,19216,0,0,0,0,0.20000000000000001,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,dfb615ae9ebe4f1291d0f3cb95c28e742a22132fc3b2dd2d7cd021fcdb918a46,False,False,False,False,False,11,12,0,1171.0999999999999,322744,714.89999999999998,53944,607.70000000000005,21872,92.599999999999994,19264,91.299999999999997,19088,0,0,0,0,0.29999999999999999,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,738b8e612ef801fd6a312d9f5b2d9ad632f4706044738972a2de96e1c6e00c44,False,False,False,False,False,11,12,0,1182.0999999999999,322736,718.10000000000002,53944,609.70000000000005,21872,93.5,19264,92.299999999999997,19088,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,afbd1913ae3e67d560ad179469ef89bcbe8bd2bcc56304cff860ab68add7b473,False,False,False,False,False,10,12,0,1234.5999999999999,322872,778.5,54072,620.60000000000002,21872,143.40000000000001,19392,142.19999999999999,19216,0,0,0,0,0.20000000000000001,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,38762664cbf7ce2df147513a0efd7273a7655bab4e2b9752dee65aeec2398762,False,False,False,False,False,11,12,0,1195,322736,723.70000000000005,53944,609.79999999999995,21872,98.700000000000003,19264,97.400000000000006,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,31b99361b87db49c085124ec6a123a5a1ff296eca4d1632b1e2771438189ea83,False,False,False,False,False,11,12,0,1190.9000000000001,322744,730.10000000000002,53944,620.79999999999995,21872,94.5,19264,93.200000000000003,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,9bb34b15384458ad5b562a47817ba9e8b490b3bf3898c305f14874676e4e1897,False,False,False,False,False,10,12,0,1216.7,322864,762.5,54072,604.10000000000002,21872,144,19392,142.80000000000001,19216,0,0,0,0,0.20000000000000001,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,ed5049628228f262d9689bb78a98d80aef01887dcf1fb588d9317b64ec58c3ae,False,False,False,False,False,11,12,0,1184.0999999999999,322744,710.10000000000002,53944,603,21872,92.099999999999994,19264,90.900000000000006,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,424c5bbc8646771c2d436561355e36d253692d0855b09c0d0758a53541f9965d,False,False,False,False,False,11,12,0,1172.3,322736,713.20000000000005,53944,603.70000000000005,21872,94.299999999999997,19264,93.099999999999994,19088,0,0,0,0,0.20000000000000001,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,322ce32eb3358338593e4226662788f780b9ad4ac460649c4588bcf8e40ce551,False,False,False,False,False,10,12,0,1224,322872,769.10000000000002,54072,611.89999999999998,21872,142.19999999999999,19392,141,19216,0,0,0,0,0.29999999999999999,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,f52c3ad2827b632508bdf96a8f7f4ec967bb4c4b189ee280bc13477dab6b2e80,False,False,False,False,False,10,12,0,1227.2,322864,765,54072,609.39999999999998,21872,141.40000000000001,19392,139.80000000000001,19216,0,0,0,0,0.20000000000000001,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,a6721b1c46a40d04ca292c5b1fe52f3029cadbc7496ae4965383bd759b816648,False,False,False,False,False,11,12,0,1168.9000000000001,322744,715.89999999999998,53944,602.79999999999995,21872,98.700000000000003,19264,97.5,19088,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,ad14044197ad437e156ba0d99f6056c6d03a9b962184a86833026126425ce73b,False,False,False,False,False,11,12,0,1167,322736,716.60000000000002,53944,609.10000000000002,21872,92.900000000000006,19264,91.700000000000003,19088,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,6f5e60bde36cf9a83bf36e796d93a443909a06e24afcdc3be4c8c5892b91ca12,False,False,False,False,False,10,12,0,1220.2,322872,767.39999999999998,54072,611.39999999999998,21872,141.80000000000001,19392,140.69999999999999,19216,0,0,0,0,0.29999999999999999,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,2bf79b4168df2d3a4d81a91a2cd46c9963b42a51c02d492a96512fdb161de261,False,False,False,False,False,11,12,0,1198.5999999999999,322736,717.89999999999998,53944,610.70000000000005,21872,92.400000000000006,19264,91.200000000000003,19088,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,dbde8cc9713137c730bc59743d93d10bf4080e6ae09fa1e171cac66f207d1b03,False,False,False,False,False,10,12,0,1227.4000000000001,322872,767,54072,611.79999999999995,21872,139.90000000000001,19392,138.80000000000001,19216,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,8dbd96961d5599a55f4748d298197e3aa6c5823bce61075528c51eb08c927efc,False,False,False,False,False,11,12,0,1173,322736,719.89999999999998,53944,611.29999999999995,21872,93.599999999999994,19264,92.299999999999997,19088,0,0,0,0,0.29999999999999999,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,fca901caae4771541a0290fc7f9ca3387d1ca7bcf0049c118266d1d37b8b6ff7,False,False,False,False,False,11,12,0,1175.9000000000001,322744,719.5,53944,608.20000000000005,21872,96.400000000000006,19264,95.200000000000003,19088,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,45cc0ff8aaad40c3e91359d574bae2814210eef042a4e1b05d8fa6007fda5cb5,False,False,False,False,False,10,12,0,2026.0999999999999,325984,1491,54560,1330.4000000000001,22360,145,19392,143.69999999999999,19216,0,0,0,0,0.20000000000000001,40,14.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,5b8215e05bad34e69c04226b257fc4c89743914e2d294ea412f42a7c5a653c3a,False,False,False,False,False,10,12,0,1246.7,323776,772.5,54072,614.10000000000002,21872,143.19999999999999,19392,142,19216,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,dec9b05ace7d8faa1c692af3aed197096ed30584508a9dce8aa814a98349f01d,False,False,False,False,False,10,12,0,1225.9000000000001,322864,767.20000000000005,54072,610.5,21872,141.40000000000001,19392,140.19999999999999,19216,0,0,0,0,0.29999999999999999,40,14,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,c7a32ac61b0eca62f2215528f1e05de7886346bdde0a144f5ef07e342b4ea6ff,False,False,False,False,False,10,12,0,1233.4000000000001,322872,766.29999999999995,54072,607.5,21872,144.19999999999999,19392,142.59999999999999,19216,0,0,0,0,0.29999999999999999,40,13.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,8ac073986f91ca56c14bca4b3a02b073dfb51c6e2c0bc943fd951e601d7e4874,False,False,False,False,False,11,12,0,1183.5,322736,725.70000000000005,53944,608.70000000000005,21872,102.59999999999999,19264,101.3,19088,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,dd3956856edd05ef619b612acfe5d0834c3426209350d891ee03a816898f9127,False,False,False,False,False,11,12,0,1181.5,324136,725.79999999999995,55328,615,21872,94.900000000000006,19264,93.700000000000003,19088,0,0,0,0,0.20000000000000001,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,718a25088fa09682e2409664b33c5297785af46df5757032edd3a431fb134d20,False,False,False,False,False,10,12,0,1212,322872,763.29999999999995,54072,607.20000000000005,21872,141.19999999999999,19392,140.09999999999999,19216,0,0,0,0,0.29999999999999999,40,13.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,5bd6268759596608524835caaf21503a0badd803bc38fc6ba0e8f44706f11ac6,False,False,False,False,False,10,12,0,1219.5,322880,752.20000000000005,54072,597.70000000000005,21872,139.5,19392,138.30000000000001,19216,0,0,0,0,0.20000000000000001,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,c848560436d94fac87f1b564ddc3f3f5aff484365476980c2a637c9763fce625,False,False,False,False,False,10,12,0,1213.5,322872,764.5,54072,609.79999999999995,21872,139.59999999999999,19392,138.40000000000001,19216,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,57857f0576d86e744932f319314017de4656142e0cb084fed94e145e6c015d0f,False,False,False,False,False,11,12,0,1174.2,322752,721.79999999999995,53944,614.10000000000002,21872,93.299999999999997,19264,92,19088,0,0,0,0,0.29999999999999999,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,8424eb8c9514b604aa182a795de9abbec4d106a106468a7308f2b218a884607d,False,False,False,False,False,10,12,0,1217.5999999999999,322872,759.29999999999995,54072,604.5,21872,140.5,19392,139.19999999999999,19216,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,e96c7397bf994c1e5b5ec64fb78fe3958cf8855f3f78904d0bd3a8c9c0250991,False,False,False,False,False,11,12,0,1174.2,322752,715.60000000000002,53944,601,21872,100.09999999999999,19264,98.799999999999997,19088,0,0,0,0,0.29999999999999999,40,13.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,f722870f98c92664c086e1716bda3482bc0c7237d1ffa352488aeb157348e3a9,False,False,False,False,False,11,12,0,1166.7,322744,714.10000000000002,53944,605.89999999999998,21872,93.700000000000003,19264,92.599999999999994,19088,0,0,0,0,0.29999999999999999,40,13.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,d73dcf4fd20013520d159d3491aa0b7c91ff176da06618493d7695ad65c17c23,False,False,False,False,False,11,12,0,1180.9000000000001,322752,728.79999999999995,53944,620.79999999999995,21872,93.799999999999997,19264,92.599999999999994,19088,0,0,0,0,0.29999999999999999,40,13,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,1fb22c58fd55605e3dced480adc628294a8a93ef665e92af0384eaf70814e87e,False,False,False,False,False,10,12,0,1224,322872,762.89999999999998,54072,606.79999999999995,21872,141.5,19392,140.30000000000001,19216,0,0,0,0,0.29999999999999999,40,13.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,00d4ac7752650840b420e3f218b08e29d0aebf44c51a383c7b8f7a5cbcd3c6ec,False,False,False,False,False,11,12,0,1165.5999999999999,322752,714.29999999999995,53944,606.20000000000005,21872,93.099999999999994,19264,91.900000000000006,19088,0,0,0,0,0.20000000000000001,40,13.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
