step,presentation_fingerprint,trigger_observed,corrected_committed,rollback_required,unsafe_commit,fallback_commit_violation,shadow_iterations,engine_us,engine_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_jacobian_us,h9_jacobian_alloc_bytes,h9_line_search_us,h9_line_search_alloc_bytes,probe_applied_reused,probe_applied_total,probe_mapped_reused,probe_mapped_total,probe_hydraulic_components_reused,probe_hydraulic_components_total,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension
238,dc729102d94f96a4938c33832dc3faa92f784cc6d446bc340108cc597e1090b7,False,False,False,False,False,0,1148.9000000000001,322976,90,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,c2fcced2a8367b121d0413a2c210903d2a1a5a3c883ba6e8ab329093f7d7b770,False,False,False,False,False,0,1195.5999999999999,323112,136.59999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8945709bc74745525f4d3c912c02b0d2ac54de442ad3e1a9a46dedc9fe8a5142,False,False,False,False,False,0,1129.3,322976,89,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0aa276fab209175f7c15091faa2bc91a998bcd5fe19a664d182abbc00435f803,False,False,False,False,False,0,1133.5,322984,88.099999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,444c9cc2410a75f476d8267d77c0bd423ddbcdec38febd9e970e05f8753f4c74,False,False,False,False,False,0,1145.7,322976,89.5,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0702fd40104c4157ade90507be733d64901725c35b73e076cc5bbeb619137862,False,False,False,False,False,0,1181.7,323112,136,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,ccf50e171b4a8aa46ea0a1536bfbdcc09017fccdd435967250d8cdb1c89b742a,False,False,False,False,False,0,1135.4000000000001,322976,94.700000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,c755dad0dceb1c480b49609087db6cfa8045c1adef78dee8616e53c021c15172,False,False,False,False,False,0,1136.5999999999999,322984,88.599999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,b1489d6c7edd8cb02f126633cea08e53c705273a07256cfd314e41a12a8599fa,False,False,False,False,False,0,1130.5999999999999,322976,88,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,6c20127fda16aa04e8272eea7ce9e505eb89b2b9612b8fc738dea95253055751,False,False,False,False,False,0,1141.2,322992,89.599999999999994,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,900a3c250c6e82a107bd093d6b3200a95791591129b225d07f8b441d70691114,False,False,False,False,False,0,1840.2,324528,134.80000000000001,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,7862acfd90765fb93a4114cdeab397cc00b3ac7c418a6d388941a95f10ec09f0,False,False,False,False,False,0,1239.0999999999999,324264,137.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,85e05f62b26dda480295a9f23886249a464a2c6037b95bbd20f9adf4e969bb74,False,False,False,False,False,0,1190.8,323112,137.59999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,3dcf1380ee4523d94c5832b6cec8d7fadd91ca5f5e875a3a5c3042888eae4750,False,False,False,False,False,0,1204.9000000000001,323120,137,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,b2b42ba1878c76a17655aad3258ab82e8309a12b9432a4b0bbda60e53c540eee,False,False,False,False,False,0,1149.2,322984,88.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,9cedca445ca3f8df0a9261331875be113642618b432f2a9a583406dc52d25fd9,False,False,False,False,False,0,1210.5,323120,141.09999999999999,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2bf091f3d8ed1dd1ea226fce2a7a49acf9b38498b63b1ac7d6e5cdb64c5c23be,False,False,False,False,False,0,1164.5999999999999,322984,91.200000000000003,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,60fc11cb7719a134b3f2cca84aef043d8efde3f6e83f9ccc9a48838db1524f9a,False,False,False,False,False,0,1163.9000000000001,322992,90.799999999999997,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,040e506c3fd50ab3aec50ace607afac25e001087dffc3f7cdcc078d86bf5f93f,False,False,False,False,False,0,1134.5999999999999,322984,88,19312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
