step,presentation_fingerprint,trigger,committed,rollback,unsafe_commit,fallback_commit_violation,historical_predictor_fluid_nodes_reused,historical_predictor_fluid_nodes_total,shadow_iterations,engine_us,engine_alloc_bytes,orchestrator_us,orchestrator_alloc_bytes,explicit_preparation_us,explicit_preparation_alloc_bytes,sidecar_us,sidecar_alloc_bytes,predictor_us,predictor_alloc_bytes,corrector_us,corrector_alloc_bytes,disagreement_scan_us,disagreement_scan_alloc_bytes,authority_us,authority_alloc_bytes,commit_accounting_us,commit_accounting_alloc_bytes,h9_total_us,h9_total_alloc_bytes,h9_layout_us,h9_layout_alloc_bytes,h9_initial_residual_us,h9_initial_residual_alloc_bytes,h9_jacobian_build_us,h9_jacobian_build_alloc_bytes,h9_newton_line_search_us,h9_newton_line_search_alloc_bytes,h9_residual_fallback_us,h9_residual_fallback_alloc_bytes,h9_other_us,h9_other_alloc_bytes,hydraulic_evaluations,probe_evaluations,max_jacobian_dimension,jacobian_build_attempts,jacobian_direction_acceptances,jacobian_rejected,residual_fallback_attempts,residual_fallback_acceptances,backtracking_trials
221,0303e8bc5887d69a32d8354ef3fe24d1027a10a08bcd854d374452696152da90,False,False,False,False,False,11,12,0,3008.8000000000002,322752,2554,53944,2295.0999999999999,21872,246.5,19264,245.19999999999999,19088,0,0,0,0,0.20000000000000001,40,10.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,4e7e5b4b89823a0ebba5a1eeee8ad851bd55cc9801a99d543cc7981841830386,False,False,False,False,False,10,12,0,3235.4000000000001,322872,2843.1999999999998,54072,2308.6999999999998,21872,523.29999999999995,19392,522.10000000000002,19216,0,0,0,0,0.20000000000000001,40,9.5999999999999996,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,5ea6d3454eb64bd00e4883bb5d522cc3f223399b917dfb9e701fa9f7ae99c6d1,False,False,False,False,False,10,12,0,3262.5,322880,2867.1999999999998,54072,2336.0999999999999,21872,520.39999999999998,19392,519.20000000000005,19216,0,0,0,0,0.29999999999999999,40,9.4000000000000004,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,5a34d5efb1869900e4ea97cc509044172ad0b28c708d44ca21659a76a8c616be,False,False,False,False,False,10,12,0,3359.1999999999998,322872,2930.4000000000001,54072,2289.1999999999998,21872,627.29999999999995,19392,626,19216,0,0,0,0,0.29999999999999999,40,12.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,c4cb44f1444a357bf12911c4c4d1783279ab624cf6d8122a9053404c6b8e505f,False,False,False,False,False,11,12,0,3690.6999999999998,322752,3193.9000000000001,53944,2913.8000000000002,21872,263.39999999999998,19264,261.60000000000002,19088,0,0,0,0,0.5,40,13.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,3afda58cc9fd5d60787b242a3688013d374d19d8d682ea82e49677c76ce4996c,False,False,False,False,False,10,12,0,3304.3000000000002,322872,2853.8000000000002,54072,2321.5999999999999,21872,519.29999999999995,19392,518,19216,0,0,0,0,0.29999999999999999,40,11,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,bfec6d9ac371759af42fb6c1f2f6293da08496f8309281e087f09e79f2040ffd,False,False,False,False,False,10,12,0,3222.1999999999998,322880,2825.1999999999998,54072,2293.3000000000002,21872,520,19392,518.79999999999995,19216,0,0,0,0,0.20000000000000001,40,10.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,571d7702dfbe15b9040887a438f516a6bfc7a726a0131d114f3e27f539f09f68,False,False,False,False,False,10,12,0,3208.5,322872,2822.3000000000002,54072,2291.3000000000002,21872,519,19392,517.89999999999998,19216,0,0,0,0,0.29999999999999999,40,10.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,09c90cb62e9e959bfbf57eacc574f251068b6e1b3f3081806b1a9c78ab07d935,False,False,False,False,False,10,12,0,3323.8000000000002,322880,2863.6999999999998,54072,2284.0999999999999,21872,529.20000000000005,19392,528,19216,0,0,0,0,0.29999999999999999,40,48.700000000000003,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,d870013b7376dbcd2c90ef441a1209c086297a4f9e1bc82d7df427468f369d3a,False,False,False,False,False,11,12,0,3334.8000000000002,322744,2770.5999999999999,53944,2495.8000000000002,21872,260.10000000000002,19264,258.5,19088,0,0,0,0,0.40000000000000002,40,12.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,5ce6791776b2855996964559878369d03c03700f49834c54662fc87ab970d307,False,False,False,False,False,11,12,0,3154.3000000000002,322752,2724.4000000000001,53944,2446.6999999999998,21872,263.80000000000001,19264,262.30000000000001,19088,0,0,0,0,0.20000000000000001,40,12,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,69da6f8ed6bfa6aeb2b1c5081cadbc4f3fc2ff1017fe97e5a93e45aca5b871bf,False,False,False,False,False,10,12,0,3315.1999999999998,322872,2887.5999999999999,54072,2344.1999999999998,21872,529.89999999999998,19392,528.60000000000002,19216,0,0,0,0,0.20000000000000001,40,11.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,fb6715759c8718b5a621d4059bab268672f020f135c91491ad24db6a79bfb157,False,False,False,False,False,10,12,0,3311.5,324264,2896.5,54072,2359.4000000000001,21872,524.29999999999995,19392,523,19216,0,0,0,0,0.29999999999999999,40,11,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,c6a7978c60375a2605a07a57a54dfa7e3dc3a5db5df05d5dc30f0962f0435e3b,False,False,False,False,False,11,12,0,3077.5999999999999,322744,2667.0999999999999,53944,2393.5999999999999,21872,261.10000000000002,19264,259.80000000000001,19088,0,0,0,0,0.29999999999999999,40,10.6,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,b4f6c66173cfdafe326fbae110a51999db11eaf0e054d8ed0af92aaa0a99e13c,False,False,False,False,False,10,12,0,3702,322880,3091.8000000000002,54072,2503.9000000000001,21872,573.29999999999995,19392,571.60000000000002,19216,0,0,0,0,0.40000000000000002,40,12.5,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,9b6fce8a963da2e5fdb93cad4c769d99a539adfc6cea9b5e6e81885e29c8d7ea,False,False,False,False,False,10,12,0,3455.5999999999999,322872,3019.1999999999998,54072,2469.8000000000002,21872,536.39999999999998,19392,534.89999999999998,19216,0,0,0,0,0.29999999999999999,40,10.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,40edf460e6f99907ef03683ff3b9f41af18e1ff002d920f8222160afe2e3ed38,False,False,False,False,False,11,12,0,3056.1999999999998,322752,2638.5999999999999,53944,2366.5,21872,260.5,19264,259.19999999999999,19088,0,0,0,0,0.29999999999999999,40,10.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,dc729102d94f96a4938c33832dc3faa92f784cc6d446bc340108cc597e1090b7,False,False,False,False,False,11,12,0,3031.1999999999998,322744,2628.5999999999999,53944,2360.3000000000002,21872,256.80000000000001,19264,255.5,19088,0,0,0,0,0.20000000000000001,40,10.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,c2fcced2a8367b121d0413a2c210903d2a1a5a3c883ba6e8ab329093f7d7b770,False,False,False,False,False,10,12,0,3626.3000000000002,322880,3111.5,54072,2480.3000000000002,21872,616.39999999999998,19392,615,19216,0,0,0,0,0.20000000000000001,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,8945709bc74745525f4d3c912c02b0d2ac54de442ad3e1a9a46dedc9fe8a5142,False,False,False,False,False,11,12,0,3144.5999999999999,322744,2664.5999999999999,53944,2395.5999999999999,21872,256.30000000000001,19264,254.90000000000001,19088,0,0,0,0,0.29999999999999999,40,10.699999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,0aa276fab209175f7c15091faa2bc91a998bcd5fe19a664d182abbc00435f803,False,False,False,False,False,11,12,0,3085.5999999999999,322752,2650.9000000000001,53944,2341.5,21872,295.80000000000001,19264,294.39999999999998,19088,0,0,0,0,0.29999999999999999,40,11.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,444c9cc2410a75f476d8267d77c0bd423ddbcdec38febd9e970e05f8753f4c74,False,False,False,False,False,11,12,0,3161.5,322744,2725.6999999999998,53944,2444.5999999999999,21872,268.10000000000002,19264,266.69999999999999,19088,0,0,0,0,0.29999999999999999,40,11.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0702fd40104c4157ade90507be733d64901725c35b73e076cc5bbeb619137862,False,False,False,False,False,10,12,0,3442.8000000000002,322880,3034,54072,2484.3000000000002,21872,536.79999999999995,19392,535.5,19216,0,0,0,0,0.29999999999999999,40,11.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,ccf50e171b4a8aa46ea0a1536bfbdcc09017fccdd435967250d8cdb1c89b742a,False,False,False,False,False,11,12,0,3342.0999999999999,322744,2915.4000000000001,53944,2607.8000000000002,21872,291.39999999999998,19264,289.69999999999999,19088,0,0,0,0,0.29999999999999999,40,13.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,c755dad0dceb1c480b49609087db6cfa8045c1adef78dee8616e53c021c15172,False,False,False,False,False,11,12,0,3530.3000000000002,322752,2983.6999999999998,53944,2679.5999999999999,21872,282.19999999999999,19264,280.19999999999999,19088,0,0,0,0,0.29999999999999999,40,18.399999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,b1489d6c7edd8cb02f126633cea08e53c705273a07256cfd314e41a12a8599fa,False,False,False,False,False,11,12,0,4019,324480,2790.5,54192,2490.3000000000002,22120,283.30000000000001,19264,281.69999999999999,19088,0,0,0,0,0.29999999999999999,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,6c20127fda16aa04e8272eea7ce9e505eb89b2b9612b8fc738dea95253055751,False,False,False,False,False,11,12,0,3438.5999999999999,323664,2944.1999999999998,53944,2653,21872,276.5,19264,274.89999999999998,19088,0,0,0,0,0.40000000000000002,40,12.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,900a3c250c6e82a107bd093d6b3200a95791591129b225d07f8b441d70691114,False,False,False,False,False,10,12,0,3586.5999999999999,322880,3054.0999999999999,54072,2480.4000000000001,21872,560.29999999999995,19392,558.79999999999995,19216,0,0,0,0,0.29999999999999999,40,11.300000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,7862acfd90765fb93a4114cdeab397cc00b3ac7c418a6d388941a95f10ec09f0,False,False,False,False,False,10,12,0,3811.3000000000002,322888,3361.0999999999999,54072,2772.4000000000001,21872,572.70000000000005,19392,571.20000000000005,19216,0,0,0,0,0.29999999999999999,40,13.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,85e05f62b26dda480295a9f23886249a464a2c6037b95bbd20f9adf4e969bb74,False,False,False,False,False,10,12,0,3553.9000000000001,322880,3066.8000000000002,54072,2468.4000000000001,21872,584.10000000000002,19392,582.79999999999995,19216,0,0,0,0,0.20000000000000001,40,12.4,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,3dcf1380ee4523d94c5832b6cec8d7fadd91ca5f5e875a3a5c3042888eae4750,False,False,False,False,False,10,12,0,3429,322888,2934.4000000000001,54072,2387,21872,534.79999999999995,19392,533.39999999999998,19216,0,0,0,0,0.20000000000000001,40,10.9,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,b2b42ba1878c76a17655aad3258ab82e8309a12b9432a4b0bbda60e53c540eee,False,False,False,False,False,11,12,0,3056.9000000000001,322752,2633.0999999999999,53944,2362.5999999999999,21872,257.39999999999998,19264,255.90000000000001,19088,0,0,0,0,0.29999999999999999,40,10.800000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,9cedca445ca3f8df0a9261331875be113642618b432f2a9a583406dc52d25fd9,False,False,False,False,False,10,12,0,3605.1999999999998,322888,2993.5,54072,2355.8000000000002,21872,619.5,19392,617.60000000000002,19216,0,0,0,0,0.5,40,16.100000000000001,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,2bf091f3d8ed1dd1ea226fce2a7a49acf9b38498b63b1ac7d6e5cdb64c5c23be,False,False,False,False,False,11,12,0,3346.5,322752,2835.9000000000001,53944,2552.5999999999999,21872,268.39999999999998,19264,266.80000000000001,19088,0,0,0,0,0.29999999999999999,40,12.199999999999999,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,60fc11cb7719a134b3f2cca84aef043d8efde3f6e83f9ccc9a48838db1524f9a,False,False,False,False,False,11,12,0,3116.9000000000001,322760,2682.0999999999999,53944,2408.1999999999998,21872,260.89999999999998,19264,259.5,19088,0,0,0,0,0.20000000000000001,40,11.1,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,040e506c3fd50ab3aec50ace607afac25e001087dffc3f7cdcc078d86bf5f93f,False,False,False,False,False,11,12,0,3344,322752,2871.1999999999998,53944,2423.9000000000001,21872,402.10000000000002,19264,400.69999999999999,19088,0,0,0,0,0.29999999999999999,40,43.299999999999997,12504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
