candidate_id,probe_id,logical_step,elapsed_s,node_id,reference_region,reference_phase,reference_temperature_c,reference_pressure_mpa,reference_quality,candidate_resolved,candidate_region,candidate_phase,candidate_temperature_c,candidate_pressure_mpa,candidate_quality,phase_matches,pressure_relative_error,temperature_relative_kelvin_error
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,14784,120,outlet,REGION-4-MIXTURE,SaturatedMixture,273.84035230278926,5.841073342563729,0.2245357760629698,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,273.8418822288513,5.841364956419511,0.22453129017217427,true,4.992470367681281E-05,2.7969891162090566E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,14784,120,drum,REGION-4-MIXTURE,SaturatedMixture,268.4353395342828,5.369408719353976,0.03444423683968542,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,268.4357600212097,5.369791232295872,0.03444049880399099,true,7.123930434211902E-05,7.764001280077193E-07
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,14784,120,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.497136956453346,0.01089657309619546,1.6027856383916987E-06,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,47.49712514877319,0.01090545240487368,1.6009784081138942E-06,true,0.0008148716665168961,3.6824530119992424E-08
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,20784,180,suction,REGION-4-MIXTURE,SaturatedMixture,267.78551645874984,5.314725369421499,0.001001791617465924,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,267.78516006469727,5.314888249796675,0.0010016004479830567,true,3.064699751242199E-05,6.588475737493617E-07
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,20784,180,pressure,REGION-4-MIXTURE,SaturatedMixture,268.6578054487708,5.3882278416122125,0.0008686230330322349,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,268.6569585800171,5.388605531722677,0.0008681940163223692,true,7.009542312731355E-05,1.5630427342808225E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,20784,180,outlet,REGION-4-MIXTURE,SaturatedMixture,273.6215528190136,5.821387152991723,0.22761378261997248,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,273.6247773170471,5.821998633307691,0.22760440833686282,true,0.00010504031082251928,5.89734051985992E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,20784,180,drum,REGION-4-MIXTURE,SaturatedMixture,268.32134410142896,5.359784941479276,0.03395045495361322,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,268.321665763855,5.360086813187877,0.03394753133012088,true,5.632160840345724E-05,5.940525376304241E-07
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,20784,180,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.46560525596135,0.01087922919921552,2.5205747065400563E-06,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,47.465593457221985,0.010888463330872953,2.5177418826726074E-06,true,0.0008487854689282031,3.6800265400859157E-08
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,26784,240,suction,REGION-4-MIXTURE,SaturatedMixture,267.5165805220603,5.292218956694819,0.0010177871326755921,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,267.51589918136597,5.292530579005517,0.0010174210044099354,true,5.888310994839367E-05,1.2601864418102375E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,26784,240,pressure,REGION-4-MIXTURE,SaturatedMixture,268.18782694339745,5.348529845081322,0.000848616322960396,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,268.18750047683716,5.348675229422383,0.0008484536782994834,true,2.718211270611848E-05,6.03073615119257E-07
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,26784,240,outlet,REGION-4-MIXTURE,SaturatedMixture,273.6084401816131,5.820208972163369,0.22974826723444455,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,273.61176919937134,5.820838275359582,0.2297386405128978,true,0.00010812381466418448,6.0886444791364245E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,26784,240,drum,REGION-4-MIXTURE,SaturatedMixture,268.3765215992928,5.364441516840209,0.03398037809656801,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,268.37688732147217,5.364783746682498,0.03397706109494596,true,6.379598718985113E-05,6.753541420044914E-07
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,26784,240,feedwater-inventory,REGION-4-MIXTURE,SaturatedMixture,47.42490748912098,0.010856878601495297,3.1764548628204034E-06,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,47.42489552497864,0.010866535544936197,3.1727816742594074E-06,true,0.0008894769662037366,3.732089463578389E-08
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,32784,300,suction,REGION-4-MIXTURE,SaturatedMixture,267.45358095765107,5.286957257032961,0.001021500856893961,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,267.4528431892395,5.287294819930779,0.0010211041620251198,true,6.384823659565706E-05,1.3647124021287875E-06
B1-PIECEWISE-REDUCED,exact-v9-5-to-6mwe,32784,300,pressure,REGION-4-MIXTURE,SaturatedMixture,267.90293265581147,5.324574454639616,0.0008365347013581999,true,REGION-4-MIXTURE-TABLE,SaturatedMixture,267.9027590751648,5.324652906024754,0.00083644778964325,true,1.4733831934689398E-05,3.208200828373973E-07
