step,seconds,path,mode1_head_pa,candidate_head_pa,head_delta_pa
94,0.9400000000000001,stop-valve,177935.24636448547,178051.9070161665,116.6606516810134
94,0.9400000000000001,control-valve,2075297.664373802,2074922.0191504718,-375.6452233302407
94,0.9400000000000001,admission-valve,177935.2472886364,177066.77481629932,-868.4724723370746
94,0.9400000000000001,turbine-expansion,3807814.293427755,3809018.893691084,1204.6002633287571
95,0.9500000000000001,main-circulation-pump,499999.99969598744,493225.27907822654,-6774.720617760904
95,0.9500000000000001,channel,249999.99984791968,246858.75675294362,-3141.24309497606
95,0.9500000000000001,return,249999.99734484963,236877.5659362236,-13122.431408626027
95,0.9500000000000001,main-steam-line,151244.96033202298,153390.305341552,2145.345009529032
95,0.9500000000000001,stop-valve,177935.2463679593,178055.01553541608,119.7691674567759
95,0.9500000000000001,control-valve,2075297.6643710611,2074916.2255454413,-381.43882561987266
95,0.9500000000000001,admission-valve,177935.2472886364,177058.93642148655,-876.3108671498485
95,0.9500000000000001,turbine-expansion,3807814.293427755,3809031.404773609,1217.1113458536565
96,0.96,main-circulation-pump,499999.9996964019,493139.40599934943,-6860.593697052449
96,0.96,channel,249999.99984791968,246813.13110386208,-3186.868744057603
96,0.96,return,250000.00147839263,236836.9636157602,-13163.037862632424
96,0.96,main-steam-line,151244.96035296097,153422.57863128744,2177.6182783264667
96,0.96,stop-valve,177935.24637144431,178058.16529317386,122.91892172954977
96,0.96,control-valve,2075297.6643683165,2074910.3960484257,-387.2683198908344
96,0.96,admission-valve,177935.2472886364,177051.12010955857,-884.1271790778264
96,0.96,turbine-expansion,3807814.293427755,3809043.9161403934,1229.6227126382291
97,0.97,main-circulation-pump,499999.99969677627,493053.3633129401,-6946.636383836158
97,0.97,channel,249999.99984742329,246767.4384701047,-3232.561377318576
97,0.97,return,250000.00147839263,236796.95926690288,-13203.042211489752
97,0.97,main-steam-line,151244.9603465451,153454.83219719213,2209.8718506470323
97,0.97,stop-valve,177935.24637482408,178061.35428375658,126.10790893249214
97,0.97,control-valve,2075297.6643656213,2074904.5306594209,-393.13370620040223
97,0.97,admission-valve,177935.2472886364,177043.3278239346,-891.9194647017866
97,0.97,turbine-expansion,3807814.293427755,3809056.4258430316,1242.1324152764864
98,0.98,main-circulation-pump,499999.9996961411,492967.1429540366,-7032.856742104515
98,0.98,channel,249999.99984791223,246721.67838850152,-3278.321459410712
98,0.98,return,250000.00147839263,236757.54412686732,-13242.457351525314
98,0.98,main-steam-line,151244.96034015156,153487.06238956284,2242.1020494112745
98,0.98,stop-valve,177935.24637825787,178064.57971906383,129.33334080595523
98,0.98,control-valve,2075297.664362925,2074898.6311364812,-399.0332264439203
98,0.98,admission-valve,177935.2472886364,177035.55959667265,-899.6876919637434
98,0.98,turbine-expansion,3807814.293427755,3809068.934853234,1254.6414254787378
99,0.99,main-circulation-pump,499999.9996960014,492880.7606141474,-7119.239081854001
99,0.99,channel,249999.99984791223,246675.8466726616,-3324.153175250627
99,0.99,return,250000.00147839263,236718.70373116992,-13281.297747222707
99,0.99,main-steam-line,151244.96033379342,153519.26572086848,2274.305387075059
99,0.99,stop-valve,177935.24638162833,178067.84631280228,132.59993117395788
99,0.99,control-valve,2075297.6643602736,2074892.696725321,-404.9676349526271
99,0.99,admission-valve,177935.2472886364,177027.81342023797,-907.4338683984242
99,0.99,turbine-expansion,3807814.293427755,3809081.443169337,1267.1497415821068
100,1,main-circulation-pump,499999.999695858,492794.20646526385,-7205.793230594136
100,1,channel,249999.99984791223,246629.9535534475,-3370.0462944647297
100,1,return,249999.99734484963,236680.4203860592,-13319.576958790421
100,1,main-steam-line,151244.96032747813,153551.4448517859,2306.4845243077725
100,1,stop-valve,177935.2463850435,178071.1506746905,135.9042896470055
100,1,control-valve,2075297.6643575747,2074886.7278030831,-410.9365544915199
100,1,admission-valve,177935.2472886364,177020.09029839747,-915.156990238931
100,1,turbine-expansion,3807814.293427755,3809093.950788017,1279.6573602617718
