step,seconds,mode1_speed_setpoint,candidate_speed_setpoint,mode1_speed_measurement,candidate_speed_measurement,mode1_speed_error,candidate_speed_error,mode1_speed_integral,candidate_speed_integral,mode1_governor,candidate_governor,mode1_stage_command_kg_s,candidate_stage_command_kg_s,mode1_stage_transfer_kg_s,candidate_stage_transfer_kg_s,mode1_moisture_drain_kg_s,candidate_moisture_drain_kg_s,mode1_shaft_power_w,candidate_shaft_power_w
91,0.91,3000.75,3000.75,2999.9999997378827,2999.8872264717656,0.7500002621172825,0.8627735282343565,28.531329700860763,28.53213060488861,29.281329955774847,29.430051229810037,13.33923709776524,13.307831036931713,13.33923709776524,13.307831036931713,0.31123523622911264,0.30640373539237764,5602040.799971458,5590401.946723124
92,0.92,3000.75,3000.75,2999.9999997382974,2999.8854715374473,0.750000261702553,0.8645284625526983,28.531329700913105,28.53215351058112,29.281329954321066,29.431780659500657,13.339237097898174,13.307532990257661,13.339237097898174,13.307532990257661,0.31123523623461224,0.3063524933577497,5602040.800027079,5590292.557028082
93,0.93,3000.75,3000.75,2999.9999997387663,2999.8837193978948,0.7500002612337084,0.8662806021052347,28.53132970096535,28.532176766701543,29.28132995282217,29.433500159857505,13.339237098029782,13.307235766640447,13.339237098029782,13.307235766640447,0.311235236240071,0.30630127195212786,5602040.800082249,5590183.518028171
94,0.9400000000000001,3000.75,3000.75,2999.9999997392893,2999.881970410095,0.750000260710749,0.868029589904836,28.531329701017494,28.532200372619524,29.281329951269054,29.435209718516386,13.339237098161808,13.306939476873895,13.339237098161808,13.306939476873895,0.31123523624552973,0.30625008062860637,5602040.800137699,5590074.873971162
95,0.9500000000000001,3000.75,3000.75,2999.9999997398645,2999.8802249403584,0.7500002601354936,0.8697750596415972,28.53132970106952,28.532224327631454,29.281329949699906,29.436908782008274,13.339237098293346,13.3066440102792,13.339237098293346,13.3066440102792,0.31123523625096894,0.3061989099193507,5602040.800193045,5589966.5820035245
96,0.96,3000.75,3000.75,2999.999999740493,2999.8784833376935,0.7500002595070328,0.8715166623064761,28.53132970112142,28.532248630963917,29.281329948059238,29.43859734656797,13.339237098423556,13.306349477654889,13.339237098423556,13.306349477654889,0.3112352362563673,0.3061477692766079,5602040.800247936,5589858.686360363
97,0.97,3000.75,3000.75,2999.999999741173,2999.8767459603932,0.7500002588271855,0.8732540396067634,28.53132970117319,28.53227328177184,29.281329946403428,29.44027486738435,13.339237098554188,13.306055768316867,13.339237098554188,13.306055768316867,0.3112352362617692,0.30609664923338187,5602040.800303102,5589751.144170497
98,0.98,3000.75,3000.75,2999.999999741903,2999.8750131494116,0.7500002580968612,0.8749868505883569,28.53132970122481,28.53229827914196,29.281329944715186,29.441941349362185,13.339237098680872,13.305762955348882,13.339237098680872,13.305762955348882,0.31123523626706984,0.30604555837349423,5602040.800356708,5589643.9838061
99,0.99,3000.75,3000.75,2999.999999742684,2999.8732852501403,0.75000025731606,0.8767147498597296,28.531329701276274,28.53232362209193,29.28132994297631,29.443596357379114,13.339237098809582,13.305471040014805,13.339237098809582,13.305471040014805,0.311235236272406,0.3059944932612826,5602040.800411261,5589537.207927057
100,1,3000.75,3000.75,2999.9999997435143,2999.8715626044873,0.7500002564856914,0.8784373955127194,28.53132970132757,28.532349309571032,29.28132994120589,29.445239618143546,13.339237098935918,13.30517994693187,13.339237098935918,13.30517994693187,0.31123523627767824,0.305943452154251,5602040.800464916,5589430.785492502
